candlestick_code3,label_increase,label_decrease,occurrence,percentage
DLK,1,7,8,0.12
DLL,8,13,21,0.38
DLM,23,44,67,0.34
DLN,19,21,40,0.48
DLP,35,25,60,0.58
DLS,26,12,38,0.68
DLb,17,19,36,0.47
DLh,7,9,16,0.44
DLj,3,2,5,0.6
DLl,8,13,21,0.38
DLm,41,26,67,0.61
DLn,25,30,55,0.45
DLs,11,16,27,0.41
DLt,4,6,10,0.4
DMB,98,102,200,0.49
DMD,45,33,78,0.58
DMH,0,4,4,0.0
DMK,0,2,2,0.0
DML,20,24,44,0.45
DMM,104,148,252,0.41
DMN,74,94,168,0.44
DMP,107,98,205,0.52
DMS,69,79,148,0.47
DMb,77,83,160,0.48
DMh,80,102,182,0.44
DMj,8,14,22,0.36
DMl,25,29,54,0.46
DMm,170,125,295,0.58
DMn,100,117,217,0.46
DMs,64,81,145,0.44
DMt,5,9,14,0.36
DNB,54,65,119,0.45
DND,27,17,44,0.61
DNH,17,12,29,0.59
DNI,1,3,4,0.25
DNK,6,12,18,0.33
DNL,17,19,36,0.47
DNM,78,92,170,0.46
DNN,93,69,162,0.57
DNP,73,100,173,0.42
DNS,65,50,115,0.57
DNb,49,43,92,0.53
DNh,20,13,33,0.61
DNl,20,23,43,0.47
DNm,99,72,171,0.58
DNn,88,91,179,0.49
DNs,57,46,103,0.55
DNt,11,12,23,0.48
DPB,69,95,164,0.42
DPD,28,22,50,0.56
DPH,23,25,48,0.48
DPI,7,8,15,0.47
DPK,20,9,29,0.69
DPL,39,44,83,0.47
DPM,87,134,221,0.39
DPN,73,81,154,0.47
DPP,112,126,238,0.47
DPS,69,79,148,0.47
DPb,73,69,142,0.51
DPh,8,10,18,0.44
DPl,35,30,65,0.54
DPm,144,112,256,0.56
DPn,69,69,138,0.5
DPs,68,64,132,0.52
DPt,10,9,19,0.53
DSB,65,68,133,0.49
DSD,39,18,57,0.68
DSH,27,30,57,0.47
DSI,5,3,8,0.62
DSK,3,2,5,0.6
DSL,34,21,55,0.62
DSM,97,95,192,0.51
DSN,67,63,130,0.52
DSP,89,74,163,0.55
DSS,82,90,172,0.48
DSb,62,56,118,0.53
DSh,43,39,82,0.52
DSl,22,15,37,0.59
DSm,94,95,189,0.5
DSn,73,59,132,0.55
DSs,101,92,193,0.52
DSt,7,7,14,0.5
DbB,57,61,118,0.48
DbD,11,17,28,0.39
DbH,14,14,28,0.5
DbI,11,5,16,0.69
DbJ,20,13,33,0.61
DbK,9,15,24,0.38
DbL,19,16,35,0.54
DbM,77,73,150,0.51
DbN,73,53,126,0.58
DbP,76,54,130,0.58
DbS,41,34,75,0.55
Dbb,67,54,121,0.55
Dbl,16,22,38,0.42
Dbm,85,77,162,0.52
Dbn,49,60,109,0.45
Dbs,31,31,62,0.5
DhB,2,2,4,0.5
DhD,0,1,1,0.0
DhH,1,0,1,1.0
DhI,1,1,2,0.5
DhK,0,1,1,0.0
DhL,1,1,2,0.5
DhM,4,3,7,0.57
DhN,2,4,6,0.33
DhP,6,7,13,0.46
DhS,5,4,9,0.56
Dhb,2,1,3,0.67
Dhh,1,3,4,0.25
Dhl,2,1,3,0.67
Dhm,4,6,10,0.4
Dhn,5,7,12,0.42
Dhs,2,3,5,0.4
DlB,28,23,51,0.55
DlD,6,5,11,0.55
DlH,12,15,27,0.44
DlI,0,0,0,
DlJ,8,10,18,0.44
DlK,1,2,3,0.33
DlL,16,7,23,0.7
DlM,26,17,43,0.6
DlN,26,18,44,0.59
DlP,20,18,38,0.53
DlS,17,14,31,0.55
Dlb,25,22,47,0.53
Dll,10,10,20,0.5
Dlm,36,33,69,0.52
Dln,21,10,31,0.68
Dls,12,19,31,0.39
DmB,101,109,210,0.48
DmD,50,46,96,0.52
DmH,81,97,178,0.46
DmI,6,6,12,0.5
DmJ,17,16,33,0.52
DmK,0,5,5,0.0
DmL,31,25,56,0.55
DmM,120,135,255,0.47
DmN,104,109,213,0.49
DmP,85,106,191,0.45
DmS,79,92,171,0.46
Dmb,95,99,194,0.49
Dmh,2,7,9,0.22
Dml,23,22,45,0.51
Dmm,149,119,268,0.56
Dmn,95,66,161,0.59
Dms,71,50,121,0.59
Dmt,0,0,0,
DnB,36,61,97,0.37
DnD,30,20,50,0.6
DnH,39,39,78,0.5
DnI,7,10,17,0.41
DnK,8,5,13,0.62
DnL,18,12,30,0.6
DnM,72,90,162,0.44
DnN,80,83,163,0.49
DnP,81,92,173,0.47
DnS,65,55,120,0.54
Dnb,61,60,121,0.5
Dnh,1,2,3,0.33
Dnl,20,15,35,0.57
Dnm,89,73,162,0.55
Dnn,59,64,123,0.48
Dns,39,43,82,0.48
DsB,34,47,81,0.42
DsD,27,23,50,0.54
DsH,61,62,123,0.5
DsI,6,6,12,0.5
DsK,0,2,2,0.0
DsL,16,20,36,0.44
DsM,58,80,138,0.42
DsN,60,49,109,0.55
DsP,61,76,137,0.45
DsS,75,77,152,0.49
Dsb,50,44,94,0.53
Dsh,5,1,6,0.83
Dsl,15,20,35,0.43
Dsm,75,63,138,0.54
Dsn,54,46,100,0.54
Dss,50,56,106,0.47
Dst,0,1,1,0.0
DtB,11,7,18,0.61
DtD,3,4,7,0.43
DtH,3,5,8,0.38
DtK,1,0,1,1.0
DtL,1,6,7,0.14
DtM,7,12,19,0.37
DtN,13,11,24,0.54
DtP,9,11,20,0.45
DtS,6,8,14,0.43
Dtb,6,2,8,0.75
Dtl,1,5,6,0.17
Dtm,17,3,20,0.85
Dtn,7,10,17,0.41
Dts,4,7,11,0.36
Dtt,3,1,4,0.75
HBB,125,104,229,0.55
HBD,21,17,38,0.55
HBH,2,1,3,0.67
HBI,0,2,2,0.0
HBK,12,18,30,0.4
HBL,27,46,73,0.37
HBM,89,117,206,0.43
HBN,109,123,232,0.47
HBP,123,116,239,0.51
HBS,70,67,137,0.51
HBb,94,86,180,0.52
HBh,8,12,20,0.4
HBj,19,21,40,0.48
HBl,51,25,76,0.67
HBm,117,102,219,0.53
HBn,110,116,226,0.49
HBs,59,45,104,0.57
HBt,8,16,24,0.33
HDB,25,19,44,0.57
HDD,10,6,16,0.62
HDH,30,27,57,0.53
HDI,2,2,4,0.5
HDK,1,0,1,1.0
HDL,12,6,18,0.67
HDM,31,38,69,0.45
HDN,23,28,51,0.45
HDP,30,31,61,0.49
HDS,35,32,67,0.52
HDb,23,20,43,0.53
HDh,2,3,5,0.4
HDl,9,8,17,0.53
HDm,45,32,77,0.58
HDn,30,27,57,0.53
HDs,21,24,45,0.47
HDt,3,1,4,0.75
HHB,26,22,48,0.54
HHD,8,8,16,0.5
HHH,8,15,23,0.35
HHI,5,3,8,0.62
HHK,11,5,16,0.69
HHL,4,4,8,0.5
HHM,26,33,59,0.44
HHN,38,22,60,0.63
HHP,24,26,50,0.48
HHS,37,37,74,0.5
HHb,25,20,45,0.56
HHh,9,9,18,0.5
HHl,11,2,13,0.85
HHm,31,21,52,0.6
HHn,18,26,44,0.41
HHs,34,30,64,0.53
HHt,1,0,1,1.0
HIB,7,13,20,0.35
HID,6,2,8,0.75
HIH,8,17,25,0.32
HII,2,2,4,0.5
HIK,3,0,3,1.0
HIL,7,8,15,0.47
HIM,16,31,47,0.34
HIN,20,16,36,0.56
HIP,24,23,47,0.51
HIS,14,17,31,0.45
HIb,16,15,31,0.52
HIl,8,2,10,0.8
HIm,24,22,46,0.52
HIn,15,18,33,0.45
HIs,9,15,24,0.38
HIt,0,2,2,0.0
HKB,18,9,27,0.67
HKD,1,2,3,0.33
HKH,1,1,2,0.5
HKI,3,0,3,1.0
HKK,0,1,1,0.0
HKL,6,2,8,0.75
HKM,14,14,28,0.5
HKN,14,10,24,0.58
HKP,13,17,30,0.43
HKS,10,9,19,0.53
HKb,11,7,18,0.61
HKh,8,6,14,0.57
HKl,4,4,8,0.5
HKm,13,18,31,0.42
HKn,5,5,10,0.5
HKs,11,11,22,0.5
HKt,2,0,2,1.0
HLB,33,33,66,0.5
HLD,5,13,18,0.28
HLH,1,0,1,1.0
HLK,5,4,9,0.56
HLL,11,9,20,0.55
HLM,43,49,92,0.47
HLN,26,45,71,0.37
HLP,37,57,94,0.39
HLS,28,32,60,0.47
HLb,34,30,64,0.53
HLh,7,20,27,0.26
HLj,6,7,13,0.46
HLl,20,18,38,0.53
HLm,51,41,92,0.55
HLn,38,47,85,0.45
HLs,30,28,58,0.52
HLt,3,6,9,0.33
HMB,109,111,220,0.5
HMD,22,29,51,0.43
HMH,2,1,3,0.67
HMI,2,0,2,1.0
HMK,3,6,9,0.33
HML,34,35,69,0.49
HMM,120,160,280,0.43
HMN,108,150,258,0.42
HMP,151,164,315,0.48
HMS,91,113,204,0.45
HMb,118,115,233,0.51
HMh,101,124,225,0.45
HMj,28,24,52,0.54
HMl,43,50,93,0.46
HMm,176,146,322,0.55
HMn,175,181,356,0.49
HMs,108,102,210,0.51
HMt,17,15,32,0.53
HNB,95,100,195,0.49
HND,30,27,57,0.53
HNH,29,27,56,0.52
HNI,5,3,8,0.62
HNK,14,20,34,0.41
HNL,36,32,68,0.53
HNM,137,155,292,0.47
HNN,154,183,337,0.46
HNP,191,183,374,0.51
HNS,105,124,229,0.46
HNb,97,108,205,0.47
HNh,39,59,98,0.4
HNl,36,45,81,0.44
HNm,166,120,286,0.58
HNn,193,192,385,0.5
HNs,127,104,231,0.55
HNt,22,16,38,0.58
HPB,138,128,266,0.52
HPD,34,21,55,0.62
HPH,55,53,108,0.51
HPI,23,14,37,0.62
HPK,20,24,44,0.45
HPL,54,59,113,0.48
HPM,175,229,404,0.43
HPN,165,176,341,0.48
HPP,228,197,425,0.54
HPS,135,125,260,0.52
HPb,154,120,274,0.56
HPh,16,23,39,0.41
HPl,73,54,127,0.57
HPm,209,182,391,0.53
HPn,153,125,278,0.55
HPs,126,98,224,0.56
HPt,13,18,31,0.42
HSB,80,89,169,0.47
HSD,27,30,57,0.47
HSH,48,57,105,0.46
HSI,4,5,9,0.44
HSK,6,5,11,0.55
HSL,33,35,68,0.49
HSM,107,155,262,0.41
HSN,103,90,193,0.53
HSP,102,124,226,0.45
HSS,150,183,333,0.45
HSb,82,73,155,0.53
HSh,61,79,140,0.44
HSl,35,40,75,0.47
HSm,148,127,275,0.54
HSn,110,97,207,0.53
HSs,123,126,249,0.49
HSt,20,11,31,0.65
HbB,93,78,171,0.54
HbD,24,18,42,0.57
HbH,21,25,46,0.46
HbI,8,6,14,0.57
HbJ,32,24,56,0.57
HbK,17,28,45,0.38
HbL,37,40,77,0.48
HbM,96,117,213,0.45
HbN,153,106,259,0.59
HbP,131,119,250,0.52
HbS,62,60,122,0.51
Hbb,120,107,227,0.53
Hbh,0,2,2,0.0
Hbl,28,31,59,0.47
Hbm,110,100,210,0.52
Hbn,97,91,188,0.52
Hbs,51,44,95,0.54
HhB,45,48,93,0.48
HhD,8,11,19,0.42
HhH,16,19,35,0.46
HhI,5,5,10,0.5
HhK,2,5,7,0.29
HhL,14,30,44,0.32
HhM,75,88,163,0.46
HhN,54,55,109,0.5
HhP,72,75,147,0.49
HhS,70,59,129,0.54
Hhb,60,44,104,0.58
Hhh,53,57,110,0.48
Hhl,18,36,54,0.33
Hhm,81,80,161,0.5
Hhn,58,62,120,0.48
Hhs,53,47,100,0.53
Hht,6,2,8,0.75
HlB,36,52,88,0.41
HlD,14,4,18,0.78
HlH,29,17,46,0.63
HlI,4,3,7,0.57
HlJ,8,15,23,0.35
HlK,2,3,5,0.4
HlL,18,20,38,0.47
HlM,54,42,96,0.56
HlN,56,57,113,0.5
HlP,51,46,97,0.53
HlS,31,30,61,0.51
Hlb,30,37,67,0.45
Hlh,3,0,3,1.0
Hll,8,13,21,0.38
Hlm,45,34,79,0.57
Hln,39,30,69,0.57
Hls,28,22,50,0.56
HmB,120,135,255,0.47
HmD,51,36,87,0.59
HmH,119,125,244,0.49
HmI,14,4,18,0.78
HmJ,34,35,69,0.49
HmK,4,4,8,0.5
HmL,50,43,93,0.54
HmM,177,233,410,0.43
HmN,148,170,318,0.47
HmP,172,179,351,0.49
HmS,121,114,235,0.51
Hmb,148,116,264,0.56
Hmh,2,1,3,0.67
Hml,43,32,75,0.57
Hmm,181,152,333,0.54
Hmn,137,120,257,0.53
Hms,90,81,171,0.53
HnB,86,104,190,0.45
HnD,37,21,58,0.64
HnH,76,64,140,0.54
HnI,21,25,46,0.46
HnK,15,10,25,0.6
HnL,44,39,83,0.53
HnM,135,154,289,0.47
HnN,166,173,339,0.49
HnP,188,177,365,0.52
HnS,102,110,212,0.48
Hnb,109,106,215,0.51
Hnh,6,12,18,0.33
Hnl,36,31,67,0.54
Hnm,143,101,244,0.59
Hnn,145,117,262,0.55
Hns,122,74,196,0.62
Hnt,2,1,3,0.67
HsB,67,71,138,0.49
HsD,23,23,46,0.5
HsH,113,110,223,0.51
HsI,17,17,34,0.5
HsK,2,3,5,0.4
HsL,44,28,72,0.61
HsM,97,138,235,0.41
HsN,107,108,215,0.5
HsP,120,113,233,0.52
HsS,144,134,278,0.52
Hsb,77,77,154,0.5
Hsh,12,10,22,0.55
Hsl,32,27,59,0.54
Hsm,130,96,226,0.58
Hsn,103,99,202,0.51
Hss,110,124,234,0.47
Hst,2,3,5,0.4
HtB,5,8,13,0.38
HtD,1,0,1,1.0
HtH,5,8,13,0.38
HtI,0,0,0,
HtK,2,1,3,0.67
HtL,3,1,4,0.75
HtM,8,13,21,0.38
HtN,13,8,21,0.62
HtP,9,11,20,0.45
HtS,9,6,15,0.6
Htb,5,9,14,0.36
Hth,1,0,1,1.0
Htl,6,5,11,0.55
Htm,17,14,31,0.55
Htn,9,6,15,0.6
Hts,12,8,20,0.6
Htt,2,0,2,1.0
IBB,24,19,43,0.56
IBD,5,4,9,0.56
IBH,0,1,1,0.0
IBI,1,0,1,1.0
IBK,4,7,11,0.36
IBL,6,4,10,0.6
IBM,18,25,43,0.42
IBN,25,22,47,0.53
IBP,23,21,44,0.52
IBS,20,16,36,0.56
IBb,21,18,39,0.54
IBh,5,4,9,0.56
IBj,9,1,10,0.9
IBl,7,10,17,0.41
IBm,29,18,47,0.62
IBn,33,35,68,0.49
IBs,10,11,21,0.48
IBt,2,2,4,0.5
IDB,6,11,17,0.35
IDD,6,3,9,0.67
IDH,8,4,12,0.67
IDI,2,0,2,1.0
IDL,5,4,9,0.56
IDM,6,13,19,0.32
IDN,6,11,17,0.35
IDP,7,8,15,0.47
IDS,9,7,16,0.56
IDb,9,7,16,0.56
IDh,0,1,1,0.0
IDl,5,2,7,0.71
IDm,10,7,17,0.59
IDn,3,7,10,0.3
IDs,11,6,17,0.65
IDt,0,0,0,
IHB,18,19,37,0.49
IHD,5,1,6,0.83
IHH,7,3,10,0.7
IHI,4,2,6,0.67
IHK,3,3,6,0.5
IHL,6,7,13,0.46
IHM,29,26,55,0.53
IHN,21,23,44,0.48
IHP,24,35,59,0.41
IHS,10,21,31,0.32
IHb,13,19,32,0.41
IHh,8,16,24,0.33
IHl,7,9,16,0.44
IHm,40,17,57,0.7
IHn,19,10,29,0.66
IHs,23,15,38,0.61
IHt,2,4,6,0.33
IIB,3,5,8,0.38
IID,0,1,1,0.0
IIH,3,2,5,0.6
IIL,2,0,2,1.0
IIM,0,7,7,0.0
IIN,4,4,8,0.5
IIP,4,2,6,0.67
IIS,6,6,12,0.5
IIb,7,4,11,0.64
IIh,0,0,0,
IIl,0,1,1,0.0
IIm,8,4,12,0.67
IIn,3,5,8,0.38
IIs,0,1,1,0.0
IKB,2,3,5,0.4
IKM,1,1,2,0.5
IKN,2,1,3,0.67
IKS,0,1,1,0.0
IKb,1,0,1,1.0
IKh,3,0,3,1.0
IKm,1,1,2,0.5
IKs,1,0,1,1.0
ILB,5,11,16,0.31
ILD,3,2,5,0.6
ILK,2,2,4,0.5
ILL,5,5,10,0.5
ILM,9,9,18,0.5
ILN,8,4,12,0.67
ILP,9,9,18,0.5
ILS,6,12,18,0.33
ILb,3,8,11,0.27
ILh,3,2,5,0.6
ILj,2,0,2,1.0
ILl,4,4,8,0.5
ILm,17,9,26,0.65
ILn,11,9,20,0.55
ILs,5,2,7,0.71
ILt,3,4,7,0.43
IMB,28,28,56,0.5
IMD,7,10,17,0.41
IMH,0,1,1,0.0
IMI,0,1,1,0.0
IML,6,14,20,0.3
IMM,23,49,72,0.32
IMN,35,37,72,0.49
IMP,31,40,71,0.44
IMS,19,24,43,0.44
IMb,28,17,45,0.62
IMh,17,28,45,0.38
IMj,2,5,7,0.29
IMl,13,11,24,0.54
IMm,37,27,64,0.58
IMn,28,42,70,0.4
IMs,25,22,47,0.53
IMt,4,4,8,0.5
INB,16,29,45,0.36
IND,7,1,8,0.88
INH,3,7,10,0.3
INI,0,1,1,0.0
INK,2,1,3,0.67
INL,6,16,22,0.27
INM,29,42,71,0.41
INN,28,42,70,0.4
INP,41,42,83,0.49
INS,24,16,40,0.6
INb,18,17,35,0.51
INh,9,10,19,0.47
INl,8,7,15,0.53
INm,32,27,59,0.54
INn,32,40,72,0.44
INs,17,21,38,0.45
INt,8,3,11,0.73
IPB,29,22,51,0.57
IPD,3,7,10,0.3
