,Name,up,down,train_per,train_occ,2018_per,2018_occ,2019_per,2019_occ,2020_per,2020_occ,2021_per,2021_occ,2022_per,2022_occ,test_per,test_occ
337,Bbbl,17,7,0.71,24,0.6,5,0.57,7,0.67,6,0.62,8,0.71,7,0.6363636363636364,33
352,BbsB,18,16,0.53,34,0.5,6,0.67,6,0.6,10,0.75,4,0.67,3,0.6206896551724138,29
357,Bbsm,35,27,0.56,62,0.5,8,0.5,10,0.85,13,0.67,6,1.0,6,0.6976744186046512,43
365,BjNB,12,9,0.57,21,0.6,5,0.5,6,0.5,4,0.5,2,0.8,5,0.5909090909090909,22
370,BjPN,15,13,0.54,28,0.71,7,0.7,10,0.54,13,0.5,8,0.67,9,0.6170212765957447,47
372,BjPm,22,12,0.65,34,0.67,6,0.88,8,0.56,9,0.56,9,0.75,4,0.6666666666666666,36
439,BmMl,21,16,0.57,37,0.5,4,0.5,4,0.5,4,0.67,3,0.67,3,0.5555555555555556,18
461,BmSm,52,41,0.56,93,0.73,15,0.77,13,0.67,9,0.5,6,0.5,4,0.6808510638297872,47
463,BmSs,56,54,0.51,110,0.5,16,0.5,18,0.5,18,0.55,11,0.55,11,0.5135135135135135,74
504,BnIM,16,13,0.55,29,1.0,2,0.5,8,0.67,3,0.5,2,0.5,2,0.5882352941176471,17
534,BnPm,103,77,0.57,180,0.55,40,0.62,42,0.63,30,0.56,36,0.52,40,0.574468085106383,188
554,BnmP,62,63,0.5,125,0.62,47,0.66,38,0.55,33,0.52,31,0.53,38,0.5775401069518716,187
557,Bnmm,63,53,0.54,116,0.61,38,0.5,28,0.5,14,0.62,8,0.71,17,0.580952380952381,105
588,BsMm,32,26,0.55,58,0.55,11,0.75,8,0.62,8,0.5,4,0.67,12,0.627906976744186,43
614,Bsbb,27,18,0.6,45,0.5,8,0.78,9,0.57,14,0.53,17,0.57,7,0.5818181818181818,55
628,Bsns,27,27,0.5,54,0.62,8,0.5,8,0.6,5,0.5,2,0.56,9,0.5625,32
695,DSNm,15,12,0.56,27,0.67,3,0.5,4,0.5,2,1.0,1,1.0,1,0.6363636363636364,11
742,HBMm,28,19,0.6,47,0.91,11,0.7,10,0.67,3,0.56,9,0.8,5,0.7368421052631579,38
755,HBbP,23,18,0.56,41,0.75,8,0.62,13,0.56,9,0.67,6,0.6,5,0.6341463414634146,41
769,HBsH,12,9,0.57,21,0.5,2,0.67,3,0.5,4,0.5,2,0.75,4,0.6,15
788,HMPm,31,17,0.65,48,0.67,15,0.55,11,0.6,10,0.71,14,0.6,20,0.6285714285714286,70
791,HMSN,18,11,0.62,29,0.5,4,0.5,4,0.8,5,0.5,6,0.75,4,0.6086956521739131,23
792,HMSP,17,13,0.57,30,0.7,10,0.5,6,0.71,7,0.67,3,1.0,3,0.6896551724137931,29
801,HMbm,26,24,0.52,50,0.5,10,0.5,4,0.67,3,0.86,7,0.5,10,0.5882352941176471,34
803,HMhB,18,14,0.56,32,0.6,5,0.75,4,0.67,3,0.5,6,1.0,1,0.631578947368421,19
819,HMnn,48,36,0.57,84,0.64,11,0.62,8,0.6,15,0.64,11,0.6,20,0.6153846153846154,65
822,HMsP,24,11,0.69,35,0.5,8,0.5,4,0.57,7,0.75,4,0.6,5,0.5714285714285714,28
824,HMsm,25,25,0.5,50,1.0,2,0.5,4,0.67,3,1.0,2,0.5,8,0.631578947368421,19
856,HNnB,20,19,0.51,39,0.67,6,0.6,10,0.5,4,0.57,7,0.86,7,0.6470588235294118,34
878,HPMm,37,31,0.54,68,0.53,17,0.5,18,0.64,14,0.5,8,0.62,13,0.5571428571428572,70
889,HPPN,23,20,0.53,43,0.5,10,0.55,11,0.64,11,0.67,21,0.58,12,0.6,65
907,HPbn,15,13,0.54,28,0.5,4,0.6,5,0.69,13,0.5,10,0.54,13,0.5777777777777777,45
911,HPmP,35,33,0.51,68,0.73,11,0.54,13,0.69,13,0.62,8,0.71,14,0.6610169491525424,59
957,HSbb,15,14,0.52,29,0.6,5,0.57,7,0.6,5,1.0,1,0.8,10,0.6785714285714286,28
1001,HbbP,28,28,0.5,56,0.55,11,0.67,12,0.62,8,0.57,14,0.7,10,0.6181818181818182,55
1028,HhbN,16,8,0.67,24,0.67,3,1.0,2,0.8,5,0.5,4,0.5,2,0.6875,16
1032,HhsN,14,12,0.54,26,0.5,2,0.6,5,1.0,1,1.0,1,1.0,1,0.7,10
1041,HmBm,26,18,0.59,44,0.55,11,0.5,12,0.57,7,1.0,3,0.8,5,0.6052631578947368,38
1047,HmLm,12,11,0.52,23,0.67,3,1.0,3,0.5,2,0.5,2,0.75,4,0.7142857142857143,14
1050,HmMb,19,12,0.61,31,0.75,8,0.62,8,0.5,6,0.8,5,0.6,5,0.65625,32
1060,HmPB,28,21,0.57,49,0.57,7,0.64,14,0.5,14,0.6,5,0.5,8,0.5625,48
1083,Hmnb,19,13,0.59,32,0.5,8,0.67,3,0.75,4,0.5,4,0.67,9,0.6071428571428571,28
1095,HnHP,17,15,0.53,32,0.5,4,0.5,6,0.5,4,0.5,4,0.55,11,0.5172413793103449,29
1137,Hnsm,18,17,0.51,35,0.75,4,1.0,2,0.5,6,1.0,1,0.5,6,0.631578947368421,19
1149,HsHn,28,15,0.65,43,0.8,5,0.5,6,1.0,4,0.67,9,0.78,9,0.7272727272727273,33
1156,HsMs,24,19,0.56,43,0.67,3,0.67,6,0.75,8,0.8,5,0.8,5,0.7407407407407407,27
1171,HsbP,17,17,0.5,34,0.75,4,0.71,7,0.6,5,0.64,11,0.6,5,0.65625,32
1221,LBmm,22,22,0.5,44,0.8,10,0.5,4,0.6,5,0.57,7,1.0,1,0.6666666666666666,27
1226,LBnm,31,21,0.6,52,0.71,7,0.67,6,0.5,4,0.5,2,0.78,9,0.6785714285714286,28
1229,LLnm,14,9,0.61,23,1.0,2,0.5,2,0.5,6,0.75,4,1.0,1,0.6666666666666666,15
1240,LMPN,25,22,0.53,47,0.6,10,0.5,6,0.6,15,0.55,11,0.5,16,0.5517241379310345,58
1256,LMmm,14,13,0.52,27,0.6,10,0.5,12,0.9,10,0.57,7,0.75,4,0.6511627906976745,43
1263,LNBm,19,14,0.58,33,0.67,6,0.6,5,1.0,5,1.0,5,0.57,7,0.75,28
1316,LPSm,25,12,0.68,37,0.71,7,0.67,3,0.6,10,0.5,4,0.5,8,0.59375,32
1344,LSMP,14,10,0.58,24,0.5,10,0.67,3,0.56,9,0.53,17,0.67,6,0.5555555555555556,45
1363,LSmm,18,16,0.53,34,0.6,5,0.55,11,0.75,4,0.6,5,0.5,4,0.5862068965517241,29
1370,LSsm,15,14,0.52,29,0.5,4,0.5,10,0.5,8,1.0,6,0.57,7,0.6,35
1379,LbNm,17,15,0.53,32,0.75,4,0.8,5,0.5,2,0.5,14,0.58,12,0.5945945945945946,37
1383,LbPS,14,10,0.58,24,0.5,6,1.0,5,0.6,5,0.71,14,0.5,6,0.6666666666666666,36
1405,LmBb,13,11,0.54,24,0.5,4,0.67,3,1.0,6,0.55,11,0.6,5,0.6551724137931034,29
1410,LmHb,15,8,0.65,23,0.62,8,0.5,2,0.8,5,0.5,2,0.6,5,0.6363636363636364,22
1487,LsBb,12,10,0.55,22,1.0,3,1.0,3,0.86,7,0.67,3,0.5,4,0.8,20
1529,MBBP,89,85,0.51,174,0.51,39,0.63,35,0.59,32,0.52,25,0.55,29,0.5625,160
1543,MBMn,74,72,0.51,146,0.68,28,0.57,21,0.57,21,0.67,27,0.6,25,0.6229508196721312,122
1553,MBSH,12,12,0.5,24,0.67,3,0.5,2,0.75,4,0.5,2,1.0,1,0.6666666666666666,12
1563,MBbm,68,66,0.51,134,0.52,23,0.5,30,0.53,19,0.55,20,0.56,18,0.5272727272727272,110
1565,MBjb,19,12,0.61,31,0.5,2,0.64,11,0.67,9,0.8,10,0.67,9,0.6829268292682927,41
1574,MBmb,54,44,0.55,98,0.79,14,0.67,18,0.55,11,0.5,16,0.5,22,0.5925925925925926,81
1583,MBnm,102,87,0.54,189,0.58,26,0.54,35,0.81,16,0.69,16,0.54,26,0.6050420168067226,119
1588,MBss,26,26,0.5,52,0.5,12,0.5,8,0.5,8,1.0,1,0.5,4,0.5151515151515151,33
1589,MBtm,11,11,0.5,22,1.0,3,1.0,2,1.0,3,1.0,1,0.5,6,0.8,15
1595,MDPm,16,11,0.59,27,0.64,11,0.6,5,1.0,3,1.0,1,1.0,1,0.7142857142857143,21
1608,MLNN,20,17,0.54,37,0.57,7,0.8,5,0.62,13,0.71,17,0.8,10,0.6923076923076923,52
1659,MMPm,84,66,0.56,150,0.53,34,0.53,30,0.57,21,0.63,30,0.55,22,0.5620437956204379,137
1697,MMsm,43,35,0.55,78,0.5,20,0.64,14,0.55,20,0.5,6,0.75,8,0.5735294117647058,68
1710,MNND,14,11,0.56,25,0.5,6,0.5,8,1.0,4,1.0,1,0.5,2,0.6190476190476191,21
1728,MNbb,35,33,0.51,68,0.53,17,0.5,18,0.5,10,0.53,30,0.59,34,0.5412844036697247,109
1749,MNnm,96,82,0.54,178,0.55,33,0.56,36,0.55,22,0.5,30,0.59,27,0.5472972972972973,148
1791,MPPm,111,73,0.6,184,0.5,50,0.53,53,0.6,52,0.58,36,0.53,38,0.5458515283842795,229
1795,MPSN,43,39,0.52,82,0.64,28,0.71,14,0.5,16,0.53,15,0.64,11,0.6071428571428571,84
1804,MPbl,21,15,0.58,36,0.5,6,0.57,7,0.54,13,0.57,21,0.53,19,0.5454545454545454,66
1817,MPmb,73,64,0.53,137,0.52,31,0.65,17,0.67,30,0.52,27,0.5,20,0.568,125
1829,MPsl,16,13,0.55,29,0.75,4,0.88,8,0.5,4,0.5,12,0.57,7,0.6285714285714286,35
1831,MPss,59,50,0.54,109,0.78,9,0.57,21,0.5,24,0.62,13,0.71,7,0.5945945945945946,74
1859,MSSm,76,64,0.54,140,0.69,16,0.65,26,0.71,7,0.5,10,0.5,6,0.6307692307692307,65
1866,MSbm,36,26,0.58,62,0.67,9,0.8,10,0.5,6,0.56,9,0.62,8,0.6428571428571429,42
1869,MShP,21,21,0.5,42,0.58,12,0.57,7,0.5,10,0.64,11,0.69,16,0.6071428571428571,56
1875,MSmB,35,35,0.5,70,0.56,18,0.6,20,0.75,8,1.0,1,0.75,8,0.6363636363636364,55
1881,MSnN,66,54,0.55,120,0.5,24,0.62,16,0.62,34,0.53,34,0.54,28,0.5588235294117647,136
1886,MSns,47,37,0.56,84,0.6,15,0.64,11,0.71,14,0.62,13,0.8,10,0.6666666666666666,63
1890,MSsl,12,10,0.55,22,0.67,3,0.5,4,0.89,9,1.0,5,0.71,7,0.7857142857142857,28
1891,MSsm,55,54,0.5,109,0.53,15,0.78,18,0.71,14,0.7,10,0.83,6,0.6984126984126984,63
1921,MbNH,25,17,0.6,42,0.5,4,0.67,6,0.5,4,0.71,7,0.58,12,0.6060606060606061,33
1924,MbNl,25,19,0.57,44,0.5,4,0.57,7,0.71,14,0.5,10,0.67,12,0.6170212765957447,47
1933,MbSS,48,47,0.51,95,0.5,14,0.65,17,0.5,8,0.53,15,0.58,12,0.5606060606060606,66
1943,Mbbl,16,9,0.64,25,0.67,6,0.83,6,0.5,10,0.5,8,0.53,15,0.5777777777777777,45
1964,Mbnm,73,54,0.57,127,0.52,23,0.86,21,0.53,17,0.5,22,0.6,25,0.6018518518518519,108
1978,MhLM,13,8,0.62,21,0.5,6,0.5,4,0.75,4,0.57,7,0.83,6,0.6296296296296297,27
1986,MhPL,19,17,0.53,36,0.5,6,0.83,6,0.57,14,0.56,16,0.75,8,0.62,50
2014,Mhmm,60,53,0.53,113,0.53,30,0.62,29,0.8,5,0.69,16,0.6,15,0.6105263157894737,95
2022,Mhnm,74,48,0.61,122,0.61,18,0.76,17,0.5,20,0.58,12,0.57,14,0.6049382716049383,81
2048,MlNm,24,13,0.65,37,0.67,12,0.64,14,0.54,13,0.5,14,0.5,10,0.5714285714285714,63
2066,Mlmn,24,17,0.59,41,0.71,14,0.71,7,0.67,6,0.73,11,0.82,11,0.7346938775510204,49
2068,MlnP,23,22,0.51,45,0.75,4,0.62,8,0.5,14,0.5,18,0.6,20,0.5625,64
2076,MmBj,15,13,0.54,28,0.5,4,0.5,4,0.67,3,0.62,8,0.8,5,0.625,24
2108,MmMm,112,75,0.6,187,0.67,43,0.59,49,0.5,20,0.62,13,0.6,15,0.6071428571428571,140
2136,MmbJ,24,10,0.71,34,0.67,9,0.55,11,0.6,5,0.67,9,0.8,5,0.6410256410256411,39
2147,Mmln,16,10,0.62,26,0.5,8,0.6,5,0.5,8,0.6,5,0.8,5,0.5806451612903226,31
2149,MmmI,12,10,0.55,22,0.5,2,0.5,2,0.5,2,1.0,1,0.5,2,0.5555555555555556,9
2159,MmnL,19,17,0.53,36,0.67,6,0.5,6,0.5,4,0.5,6,0.7,10,0.59375,32
2175,MnBl,22,13,0.63,35,0.5,6,0.6,10,0.6,10,0.78,9,0.5,14,0.5918367346938775,49
2176,MnBm,80,61,0.57,141,0.53,19,0.52,21,0.59,22,0.62,13,0.57,23,0.5612244897959183,98
2187,MnHm,58,46,0.56,104,0.5,20,0.53,17,0.5,12,0.81,16,0.67,18,0.6024096385542169,83
2232,MnbS,40,34,0.54,74,0.5,12,0.5,20,0.52,21,0.56,27,0.61,23,0.5436893203883495,103
2235,Mnbm,62,51,0.55,113,0.65,23,0.71,17,0.58,19,0.62,32,0.61,28,0.6302521008403361,119
2237,Mnbs,39,26,0.6,65,0.5,12,0.73,11,0.57,7,0.54,24,0.64,14,0.5882352941176471,68
2257,MnnL,23,22,0.51,45,0.5,8,0.88,8,0.57,14,0.53,15,0.5,12,0.5789473684210527,57
2271,Mnsm,77,69,0.53,146,0.62,24,0.57,14,0.53,19,0.56,18,0.53,19,0.5638297872340425,94
2280,MsLB,16,16,0.5,32,0.67,3,0.5,4,0.5,4,0.5,2,0.75,4,0.5882352941176471,17
2285,MsMm,57,40,0.59,97,0.53,17,0.72,18,0.8,10,0.55,11,0.5,6,0.6290322580645161,62
2327,MsnP,50,51,0.5,101,0.53,19,0.52,23,0.5,12,0.5,26,0.53,19,0.5151515151515151,99
2341,MtPN,14,14,0.5,28,0.67,3,0.67,6,0.5,8,0.57,7,0.6,10,0.5882352941176471,34
2364,NBNm,76,66,0.54,142,0.56,36,0.65,20,0.5,24,0.6,10,0.52,21,0.5585585585585585,111
2372,NBSm,48,30,0.62,78,0.5,14,0.54,13,0.5,8,0.67,3,1.0,7,0.6,45
2373,NBSs,37,26,0.59,63,0.5,6,0.62,13,0.62,13,1.0,2,0.67,9,0.627906976744186,43
2378,NBbm,48,40,0.55,88,0.65,17,0.65,17,0.76,21,0.6,10,0.74,19,0.6904761904761905,84
2386,NBlm,20,17,0.54,37,0.67,6,0.86,7,0.5,10,0.5,4,0.7,10,0.6486486486486487,37
2399,NBnN,96,90,0.52,186,0.63,35,0.59,54,0.59,41,0.6,30,0.52,42,0.5841584158415841,202
2421,NDPm,15,12,0.56,27,0.6,10,0.56,9,0.67,3,0.5,2,0.5,2,0.5769230769230769,26
2430,NDsN,15,13,0.54,28,0.67,3,1.0,1,0.67,3,1.0,3,1.0,4,0.8571428571428571,14
2446,NHSn,15,9,0.62,24,0.83,6,0.8,5,0.67,9,0.5,8,1.0,2,0.7,30
2471,NLNb,15,14,0.52,29,0.71,7,0.67,9,0.67,6,0.67,6,0.5,8,0.6388888888888888,36
2487,NLbs,12,10,0.55,22,1.0,5,0.62,8,0.5,2,0.56,9,0.67,3,0.6666666666666666,27
2559,NMnD,17,11,0.61,28,0.78,9,0.5,8,1.0,1,0.5,2,0.5,2,0.6363636363636364,22
2602,NNPB,92,92,0.5,184,0.58,33,0.52,31,0.57,40,0.52,31,0.53,30,0.5454545454545454,165
2610,NNPn,104,87,0.54,191,0.5,50,0.55,47,0.67,54,0.52,46,0.6,68,0.5735849056603773,265
2620,NNbl,22,16,0.58,38,0.57,7,0.5,6,0.5,8,0.55,11,0.56,16,0.5416666666666666,48
2628,NNhm,32,32,0.5,64,0.62,13,0.58,12,0.58,12,0.7,10,0.56,9,0.6071428571428571,56
2671,NPHm,26,26,0.5,52,0.6,10,0.69,13,0.57,7,0.7,10,0.5,8,0.625,48
2705,NPPN,110,86,0.56,196,0.5,52,0.59,49,0.52,62,0.54,85,0.58,67,0.546031746031746,315
2712,NPSm,80,76,0.51,156,0.6,35,0.62,37,0.59,29,0.6,35,0.62,26,0.6049382716049383,162
2738,NPmn,84,64,0.57,148,0.55,38,0.5,38,0.52,31,0.56,25,0.5,32,0.524390243902439,164
2750,NPsL,26,25,0.51,51,0.5,10,0.57,7,0.56,18,0.56,16,0.67,18,0.5797101449275363,69
2753,NPsb,62,46,0.57,108,0.5,10,0.61,18,0.54,26,0.61,33,0.64,22,0.5871559633027523,109
2765,NSHn,22,22,0.5,44,0.5,2,0.5,6,0.62,8,0.8,5,1.0,3,0.6666666666666666,24
2775,NSMm,68,66,0.51,134,0.59,17,0.5,12,0.56,9,0.81,16,0.5,20,0.5945945945945946,74
2797,NSbm,50,35,0.59,85,0.55,11,0.5,12,0.64,11,0.75,12,0.5,10,0.5892857142857143,56
2799,NShB,27,20,0.57,47,0.5,8,0.71,7,0.78,9,0.86,7,0.75,12,0.7209302325581395,43
2820,NSnb,34,30,0.53,64,0.69,13,0.5,20,0.64,14,0.61,18,0.69,26,0.6263736263736264,91
2821,NSnl,17,12,0.59,29,1.0,2,0.5,10,0.73,11,0.5,8,0.71,7,0.631578947368421,38
2831,NSsn,66,46,0.59,112,0.71,14,0.71,14,0.5,22,0.53,19,0.53,15,0.5833333333333334,84
2840,NbHm,20,15,0.57,35,0.5,8,0.5,6,0.75,4,0.5,6,0.71,7,0.5806451612903226,31
2882,Nblm,13,9,0.59,22,0.78,9,1.0,1,0.57,7,0.55,11,0.57,7,0.6285714285714286,35
2897,Nbnm,56,46,0.55,102,0.61,28,0.63,19,0.65,23,0.67,18,0.58,19,0.6261682242990654,107
2898,Nbnn,60,49,0.55,109,0.65,26,0.62,21,0.5,18,0.58,38,0.53,43,0.5753424657534246,146
2901,NbsN,41,21,0.66,62,0.67,6,0.5,10,0.53,15,0.56,25,0.53,17,0.547945205479452,73
2962,NlHP,12,12,0.5,24,0.67,6,0.5,8,0.54,13,0.5,14,0.69,16,0.5789473684210527,57
2985,NlbP,18,11,0.62,29,0.83,6,0.62,8,0.6,20,0.6,20,0.55,20,0.6081081081081081,74
2988,Nllm,12,10,0.55,22,0.5,4,1.0,2,0.83,6,0.5,2,0.6,5,0.6842105263157895,19
3000,Nlsm,18,7,0.72,25,0.5,4,0.75,4,0.57,7,0.56,9,0.5,10,0.5588235294117647,34
3004,NmBl,12,10,0.55,22,0.6,5,0.67,6,0.56,9,0.67,3,0.75,4,0.6296296296296297,27
3020,NmJn,15,12,0.56,27,1.0,1,0.5,6,0.5,6,1.0,2,0.75,4,0.631578947368421,19
3022,NmLn,28,26,0.52,54,0.86,14,0.69,16,0.5,14,0.57,14,0.6,20,0.6410256410256411,78
3053,NmSn,54,53,0.5,107,0.56,16,0.52,31,0.6,20,0.52,27,0.52,21,0.5391304347826087,115
3074,Nmmn,82,52,0.61,134,0.62,37,0.56,27,0.54,13,0.56,16,0.63,19,0.5892857142857143,112
3081,Nmnm,68,68,0.5,136,0.5,22,0.52,27,0.58,24,0.58,12,0.84,19,0.5961538461538461,104
3086,Nmsm,44,35,0.56,79,0.71,14,0.65,17,0.75,8,0.83,6,0.75,4,0.7142857142857143,49
3130,NnNm,126,95,0.57,221,0.55,47,0.61,46,0.64,42,0.58,36,0.52,42,0.5821596244131455,213
3132,NnNt,26,21,0.55,47,1.0,2,0.6,10,0.62,8,0.69,13,0.59,17,0.64,50
3139,NnPm,116,103,0.53,219,0.54,50,0.57,47,0.62,37,0.59,51,0.55,56,0.5726141078838174,241
3147,NnSm,83,80,0.51,163,0.57,42,0.69,39,0.52,27,0.63,27,0.54,26,0.5962732919254659,161
3162,Nnlb,19,18,0.51,37,0.62,8,0.5,6,0.65,17,0.59,29,0.5,16,0.5789473684210527,76
3173,NnnP,127,115,0.52,242,0.57,72,0.62,65,0.54,67,0.5,92,0.56,72,0.5516304347826086,368
3180,NnsS,91,85,0.52,176,0.57,30,0.55,29,0.53,36,0.54,28,0.65,20,0.5594405594405595,143
3182,Nnsm,94,65,0.59,159,0.5,28,0.55,29,0.55,22,0.56,18,0.56,18,0.5391304347826087,115
3185,NsBm,49,37,0.57,86,0.57,14,0.5,12,0.67,9,0.67,6,0.5,4,0.5777777777777777,45
3195,NsHP,57,52,0.52,109,0.5,22,0.55,22,0.54,24,0.5,22,0.58,19,0.5321100917431193,109
3224,NsSl,20,13,0.61,33,0.67,6,0.57,7,0.75,8,0.62,8,0.75,4,0.6666666666666666,33
3238,NsmS,57,50,0.53,107,0.74,19,0.54,13,0.57,21,0.7,10,0.5,6,0.6231884057971014,69
3240,Nsmm,65,48,0.58,113,0.5,26,0.53,19,0.56,16,0.73,11,0.64,11,0.5662650602409639,83
3241,Nsmn,57,53,0.52,110,0.53,15,0.56,18,0.5,20,0.53,17,0.64,22,0.5543478260869565,92
3250,NssB,33,20,0.62,53,0.64,11,0.53,17,0.8,10,0.75,4,0.5,8,0.62,50
3263,NtMm,14,14,0.5,28,1.0,1,0.67,9,0.5,8,1.0,3,0.5,2,0.6521739130434783,23
3273,NtbN,15,10,0.6,25,0.8,5,0.75,4,0.56,9,0.56,9,0.71,7,0.6470588235294118,34
3289,PBLP,22,20,0.52,42,0.5,10,0.72,18,0.56,25,0.5,12,0.5,14,0.569620253164557,79
3302,PBNm,75,53,0.59,128,0.53,34,0.5,24,0.59,27,0.64,14,0.58,19,0.559322033898305,118
3304,PBPl,39,33,0.54,72,0.62,16,0.53,17,0.5,28,0.69,13,0.58,19,0.5698924731182796,93
3317,PBbb,66,45,0.59,111,0.6,15,0.65,17,0.55,49,0.62,26,0.65,26,0.6015037593984962,133
3318,PBbl,20,15,0.57,35,0.5,8,0.62,8,0.6,20,0.65,20,0.56,16,0.5972222222222222,72
3320,PBbn,55,54,0.5,109,0.69,16,0.71,24,0.52,33,0.61,28,0.57,30,0.6030534351145038,131
3327,PBlm,31,30,0.51,61,0.6,10,0.62,8,0.5,10,0.5,8,0.89,9,0.6222222222222222,45
3364,PHNs,22,21,0.51,43,0.5,6,0.57,7,0.8,5,0.8,5,0.78,9,0.6875,32
3410,PIbP,16,10,0.62,26,0.6,5,1.0,2,0.5,8,0.6,5,0.8,5,0.64,25
3413,PImN,15,13,0.54,28,0.5,2,1.0,4,0.5,2,1.0,2,1.0,1,0.8181818181818182,11
3418,PKbm,14,8,0.64,22,0.5,2,0.67,3,1.0,1,0.67,3,0.67,3,0.6666666666666666,12
3425,PLLN,11,10,0.52,21,0.67,9,0.5,4,1.0,1,0.89,9,0.8,5,0.75,28
3438,PLNb,24,18,0.57,42,0.56,9,0.57,7,0.75,12,0.55,20,0.64,14,0.6129032258064516,62
3444,PLPS,21,17,0.55,38,0.67,12,0.5,12,0.55,20,0.62,8,0.55,11,0.5714285714285714,63
3445,PLPm,44,30,0.59,74,0.62,21,0.65,17,0.65,23,0.5,14,0.53,17,0.5978260869565217,92
3448,PLSM,17,15,0.53,32,0.7,10,0.71,7,0.64,14,0.55,11,0.75,8,0.66,50
3452,PLbB,19,15,0.56,34,0.89,9,0.55,11,0.67,15,0.63,19,0.53,17,0.6338028169014085,71
3480,PLsn,11,10,0.52,21,0.67,6,0.57,7,0.5,10,0.67,9,0.6,5,0.5945945945945946,37
3500,PMNb,51,45,0.53,96,0.58,24,0.59,22,0.63,19,0.53,30,0.5,34,0.5581395348837209,129
3535,PMlb,32,23,0.58,55,1.0,6,0.75,8,0.5,12,0.67,21,0.55,20,0.6417910447761194,67
3563,PNBm,75,59,0.56,134,0.52,29,0.68,34,0.59,39,0.53,15,0.53,17,0.582089552238806,134
3574,PNLm,32,19,0.63,51,0.6,20,0.5,18,0.7,10,0.62,13,0.65,17,0.6025641025641025,78
3581,PNMm,88,72,0.55,160,0.59,46,0.66,35,0.63,30,0.58,24,0.56,25,0.60625,160
3586,PNNm,85,73,0.54,158,0.55,49,0.61,28,0.52,31,0.68,25,0.59,37,0.5823529411764706,170
3619,PNlB,13,10,0.57,23,0.54,13,0.62,13,0.57,14,0.54,13,0.67,15,0.5882352941176471,68
3626,PNmN,88,84,0.51,172,0.54,37,0.5,42,0.55,38,0.61,41,0.54,39,0.5482233502538071,197
3670,PPLm,61,42,0.59,103,0.57,30,0.5,20,0.62,40,0.56,25,0.58,31,0.5753424657534246,146
3677,PPMm,142,111,0.56,253,0.51,51,0.57,60,0.53,53,0.6,42,0.6,58,0.5606060606060606,264
