,Name,up,down,train_per,train_occ,2018_per,2018_occ,2019_per,2019_occ,2020_per,2020_occ,2021_per,2021_occ,2022_per,2022_occ,test_per,test_occ
3685,PPPD,12,12,0.5,24,0.64,11,0.67,12,0.67,3,0.5,6,0.75,4,0.6388888888888888,36
3690,PPPm,156,128,0.55,284,0.61,72,0.62,80,0.61,95,0.58,69,0.51,70,0.5906735751295337,386
3712,PPlL,28,28,0.5,56,0.56,9,0.5,14,0.67,18,0.59,22,0.5,28,0.5604395604395604,91
3723,PPmm,118,86,0.58,204,0.53,49,0.5,52,0.69,39,0.55,29,0.57,46,0.5627906976744186,215
3725,PPms,53,43,0.55,96,0.56,32,0.54,39,0.5,26,0.62,26,0.59,29,0.5592105263157895,152
3729,PPsI,12,9,0.57,21,1.0,1,1.0,2,0.5,4,0.5,2,0.5,6,0.6,15
3749,PSLm,20,20,0.5,40,0.86,7,0.6,5,0.5,14,0.5,12,0.58,12,0.58,50
3756,PSMm,79,69,0.53,148,0.67,24,0.64,22,0.64,22,0.54,26,0.53,15,0.6055045871559633,109
3780,PSbm,49,46,0.52,95,0.7,20,0.5,18,0.67,18,0.87,15,0.75,16,0.6896551724137931,87
3782,PSbs,27,20,0.57,47,0.78,9,0.5,10,1.0,5,0.52,21,0.76,17,0.6612903225806451,62
3785,PShm,45,31,0.59,76,0.8,10,0.57,21,0.6,10,0.67,15,0.6,10,0.6363636363636364,66
3790,PSlN,26,24,0.52,50,0.5,16,0.5,8,0.5,10,0.58,19,0.79,14,0.582089552238806,67
3794,PSmB,39,39,0.5,78,0.5,20,0.62,21,0.64,22,0.7,10,0.57,14,0.5977011494252874,87
3799,PSmb,67,51,0.57,118,0.53,15,0.55,20,0.64,22,0.52,29,0.52,21,0.5514018691588785,107
3800,PSml,29,16,0.64,45,0.5,10,0.62,8,0.64,11,0.58,12,0.6,10,0.5882352941176471,51
3801,PSmm,69,55,0.56,124,0.59,27,0.77,31,0.54,24,0.73,15,0.77,13,0.6727272727272727,110
3853,PbMl,21,20,0.51,41,0.64,14,0.57,14,0.75,12,0.53,30,0.5,24,0.574468085106383,94
3854,PbMm,85,72,0.54,157,0.55,40,0.55,42,0.5,24,0.53,47,0.72,25,0.5617977528089888,178
3855,PbMn,79,72,0.52,151,0.51,37,0.64,33,0.52,60,0.54,46,0.55,56,0.5474137931034483,232
3866,PbPm,90,66,0.58,156,0.65,40,0.69,32,0.58,48,0.52,42,0.57,28,0.6,190
3882,PbbN,81,56,0.59,137,0.5,30,0.57,37,0.53,36,0.52,56,0.56,45,0.5343137254901961,204
3908,Pbnb,50,36,0.58,86,0.59,22,0.61,23,0.54,35,0.61,51,0.59,46,0.5875706214689266,177
3909,Pbnl,23,12,0.66,35,0.62,8,0.5,6,0.67,12,0.64,22,0.67,15,0.6349206349206349,63
3920,PhNm,12,11,0.52,23,0.71,7,0.6,5,0.67,3,1.0,3,0.67,6,0.7083333333333334,24
3925,Phmm,15,13,0.54,28,0.5,10,0.6,5,0.8,5,1.0,2,0.5,4,0.6153846153846154,26
3946,PlMl,17,14,0.55,31,1.0,3,0.8,5,0.75,4,0.6,15,0.73,15,0.7142857142857143,42
3960,PlSP,22,21,0.51,43,0.5,8,0.57,7,0.62,16,0.65,20,0.71,21,0.6388888888888888,72
3963,PlSm,22,21,0.51,43,0.5,2,0.78,9,0.67,9,0.5,12,0.6,10,0.6190476190476191,42
3984,Plmn,18,15,0.55,33,0.57,7,0.71,7,0.71,7,0.55,11,0.67,12,0.6363636363636364,44
4009,PmHl,30,21,0.59,51,0.5,8,0.55,11,0.6,10,0.75,8,0.5,10,0.574468085106383,47
4054,PmSP,69,57,0.55,126,0.62,26,0.5,18,0.68,25,0.52,31,0.64,22,0.5901639344262295,122
4061,PmbJ,26,13,0.67,39,0.6,10,0.54,13,0.67,12,0.6,10,0.5,6,0.5882352941176471,51
4081,Pmmb,84,63,0.57,147,0.65,40,0.62,26,0.62,26,0.59,29,0.57,30,0.609271523178808,151
4090,Pmnm,71,67,0.51,138,0.52,42,0.52,33,0.62,24,0.59,17,0.59,22,0.5579710144927537,138
4098,Pmss,48,43,0.53,91,0.71,14,0.5,14,0.7,10,0.62,8,0.5,12,0.603448275862069,58
4114,PnIm,15,7,0.68,22,0.67,6,0.5,4,0.83,6,0.67,3,0.83,6,0.72,25
4115,PnIs,12,9,0.57,21,1.0,1,1.0,4,0.5,2,1.0,1,0.75,4,0.8333333333333334,12
4118,PnLs,19,17,0.53,36,0.6,5,0.6,5,0.5,12,0.5,10,0.71,7,0.5641025641025641,39
4131,PnPI,12,9,0.57,21,0.83,6,1.0,2,0.5,10,0.5,4,1.0,3,0.68,25
4136,PnPm,93,81,0.53,174,0.53,47,0.65,40,0.66,41,0.71,45,0.65,43,0.6388888888888888,216
4141,PnSM,59,60,0.5,119,0.57,28,0.52,27,0.56,25,0.5,38,0.56,32,0.54,150
4162,PnmJ,19,12,0.61,31,0.6,5,0.57,7,0.67,3,0.67,6,0.71,7,0.6428571428571429,28
4171,Pnnm,70,61,0.53,131,0.65,23,0.57,23,0.6,25,0.69,26,0.64,28,0.632,125
4172,Pnns,48,41,0.54,89,0.5,18,0.52,21,0.57,23,0.59,22,0.56,34,0.5508474576271186,118
4198,PsLb,17,12,0.59,29,0.83,6,0.75,4,0.53,15,0.71,7,0.5,6,0.631578947368421,38
4203,PsMb,42,37,0.53,79,0.5,22,0.5,22,0.55,22,0.71,17,0.62,24,0.5700934579439252,107
4230,Psbb,45,33,0.58,78,0.53,19,0.59,17,0.72,29,0.57,30,0.5,26,0.5867768595041323,121
4231,Psbl,20,10,0.67,30,0.5,4,0.67,6,0.82,11,0.5,8,0.5,8,0.6216216216216216,37
4239,PsmD,18,13,0.58,31,0.5,2,0.67,6,0.67,3,1.0,1,0.5,2,0.6428571428571429,14
4245,Psmm,57,43,0.57,100,0.58,31,0.64,28,0.5,14,0.71,14,0.56,18,0.6,105
4264,Psss,70,71,0.5,141,0.57,14,0.6,20,0.5,30,0.5,18,0.75,24,0.5849056603773585,106
4265,PtMb,13,11,0.54,24,1.0,3,1.0,4,0.5,6,0.67,6,0.7,10,0.7241379310344828,29
4276,SBMh,21,21,0.5,42,0.71,14,0.56,9,0.67,6,0.67,3,0.57,7,0.6410256410256411,39
4318,SBsN,27,26,0.51,53,0.67,6,0.5,8,0.6,10,1.0,2,0.58,12,0.6052631578947368,38
4329,SDSM,15,14,0.52,29,0.75,8,0.67,6,1.0,2,1.0,1,0.75,4,0.7619047619047619,21
4355,SHSP,22,14,0.61,36,1.0,3,0.5,4,0.5,10,0.6,5,0.83,6,0.6428571428571429,28
4362,SHbm,18,15,0.55,33,0.6,10,0.67,6,0.67,3,0.86,7,0.75,4,0.7,30
4364,SHmP,17,10,0.63,27,1.0,5,0.5,8,0.7,10,0.71,7,0.67,3,0.696969696969697,33
4368,SHnP,18,16,0.53,34,0.6,5,0.56,9,0.75,12,0.5,4,0.67,3,0.6363636363636364,33
4374,SHsm,27,25,0.52,52,0.5,8,0.5,10,0.5,2,0.75,4,0.5,4,0.5357142857142857,28
4410,SMLb,17,12,0.59,29,1.0,2,0.5,6,0.62,8,0.67,6,0.6,5,0.6296296296296297,27
4415,SMMs,40,38,0.51,78,0.64,11,0.62,13,0.8,5,0.67,12,0.73,11,0.6730769230769231,52
4441,SMhm,61,39,0.61,100,0.61,23,0.56,18,0.55,11,0.54,13,0.6,15,0.575,80
4487,SNNm,66,51,0.56,117,0.67,18,0.67,24,0.67,9,0.64,11,0.6,15,0.6493506493506493,77
4488,SNNs,63,49,0.56,112,0.74,19,0.58,12,0.65,17,0.62,13,0.5,16,0.6233766233766234,77
4494,SNPl,21,16,0.57,37,0.9,10,0.6,5,0.5,4,0.61,18,0.5,14,0.6274509803921569,51
4500,SNSM,54,48,0.53,102,0.5,20,0.56,16,0.54,13,0.57,7,0.57,7,0.5396825396825397,63
4549,SPHm,20,17,0.54,37,0.67,9,0.88,8,0.62,8,0.67,6,0.75,8,0.717948717948718,39
4561,SPMm,57,47,0.55,104,0.57,23,0.53,30,0.74,23,0.65,20,0.74,23,0.6386554621848739,119
4564,SPNm,58,55,0.51,113,0.56,25,0.65,23,0.53,17,0.78,23,0.62,24,0.6339285714285714,112
4601,SPml,22,18,0.55,40,0.57,7,0.75,8,0.75,8,0.62,8,0.62,8,0.6666666666666666,39
4613,SPsN,56,49,0.53,105,0.6,15,0.5,20,0.5,30,0.64,14,0.5,22,0.5346534653465347,101
4631,SSLn,29,18,0.62,47,0.6,5,0.67,6,0.8,10,0.54,13,0.57,7,0.6341463414634146,41
4634,SSMm,113,83,0.58,196,0.67,27,0.67,42,0.55,11,0.5,12,0.55,11,0.6213592233009708,103
4640,SSNl,18,16,0.53,34,0.6,5,1.0,1,0.67,6,0.6,5,1.0,4,0.7142857142857143,21
4652,SSSb,86,65,0.57,151,0.5,10,0.56,27,0.68,19,0.65,17,0.52,21,0.5851063829787234,94
4672,SSlB,16,9,0.64,25,1.0,1,0.62,8,1.0,3,1.0,2,1.0,4,0.8333333333333334,18
4673,SSlH,12,10,0.55,22,0.75,4,1.0,2,0.5,2,0.5,8,0.6,5,0.6190476190476191,21
4678,SSls,16,12,0.57,28,0.5,2,0.5,4,0.5,2,0.6,5,0.67,3,0.5625,16
4713,SbMm,48,38,0.56,86,0.75,16,0.7,30,0.5,6,0.6,5,0.5,8,0.6615384615384615,65
4715,SbNB,34,34,0.5,68,0.55,11,0.79,14,0.64,11,0.58,19,0.69,13,0.6470588235294118,68
4719,SbNl,12,10,0.55,22,0.75,4,0.75,4,0.57,7,0.54,13,0.67,6,0.6176470588235294,34
4720,SbNm,36,29,0.55,65,0.56,16,0.79,14,0.54,13,0.52,21,0.75,16,0.625,80
4723,SbPH,12,12,0.5,24,0.5,2,0.5,4,0.5,2,0.78,9,0.57,7,0.625,24
4726,SbPm,39,27,0.59,66,0.74,19,0.52,21,0.67,21,0.53,17,0.54,13,0.6043956043956044,91
4745,SbmN,49,39,0.56,88,0.63,19,0.63,19,0.78,9,0.67,15,0.67,12,0.6621621621621622,74
4755,Sbnb,37,25,0.6,62,0.5,14,0.81,16,0.55,22,0.53,19,0.52,21,0.5760869565217391,92
4783,ShPb,20,20,0.5,40,0.75,8,0.62,8,0.55,22,0.5,22,0.6,15,0.5733333333333334,75
4797,ShhN,23,23,0.5,46,0.75,4,0.75,8,0.67,6,0.5,12,0.6,10,0.625,40
4800,Shhm,28,25,0.53,53,0.55,11,0.58,12,0.67,12,0.58,12,0.5,6,0.5849056603773585,53
4807,Shmn,32,26,0.55,58,0.56,9,0.57,7,0.55,11,0.5,10,0.8,10,0.5957446808510638,47
4808,Shms,28,24,0.54,52,0.71,7,0.75,8,0.5,8,0.6,5,0.67,3,0.6451612903225806,31
4824,SlMb,14,13,0.52,27,0.75,4,0.67,6,0.64,11,0.9,10,0.5,8,0.6923076923076923,39
4829,SlNn,26,16,0.62,42,0.56,9,0.71,7,0.83,12,0.67,15,0.6,15,0.6724137931034483,58
4841,SlmB,16,12,0.57,28,0.5,4,0.8,5,0.6,5,0.5,4,0.55,11,0.5862068965517241,29
4842,SlmN,17,17,0.5,34,0.75,4,0.6,5,0.5,2,0.62,13,1.0,6,0.7,30
4845,Slnb,15,10,0.6,25,0.67,3,1.0,2,0.67,3,0.67,9,0.83,12,0.7586206896551724,29
4855,SmDs,15,12,0.56,27,0.88,8,1.0,1,1.0,5,1.0,1,1.0,1,0.9375,16
4871,SmLm,26,21,0.55,47,0.5,8,0.6,5,0.5,8,0.6,5,1.0,3,0.5862068965517241,29
4877,SmMS,58,54,0.52,112,0.61,18,0.5,18,0.62,13,0.6,10,0.62,8,0.582089552238806,67
4880,SmMs,74,70,0.51,144,0.56,16,0.74,19,0.73,11,0.5,6,0.55,11,0.6349206349206349,63
4917,Smlm,11,10,0.52,21,0.67,6,0.5,6,1.0,3,0.67,9,0.5,2,0.6538461538461539,26
4939,Smsm,59,45,0.57,104,0.57,14,0.75,12,0.5,10,0.67,3,0.75,4,0.627906976744186,43
4949,SnHn,34,29,0.54,63,0.5,6,0.62,8,0.57,14,0.73,11,0.6,15,0.6111111111111112,54
4954,SnLs,12,11,0.52,23,0.67,3,1.0,2,0.67,3,0.6,5,1.0,2,0.7333333333333333,15
4956,SnMP,59,57,0.51,116,0.52,23,0.5,20,0.57,23,0.52,23,0.64,22,0.5495495495495496,111
4962,SnND,20,11,0.65,31,0.8,10,0.5,6,0.5,2,0.5,2,0.5,4,0.625,24
4984,SnSs,87,88,0.5,175,0.5,18,0.59,22,0.56,18,0.77,22,0.71,17,0.6288659793814433,97
4989,Snbl,15,8,0.65,23,1.0,4,1.0,2,0.67,6,0.55,11,0.56,9,0.65625,32
4991,Snbn,41,29,0.59,70,0.7,10,0.67,21,0.62,21,0.53,32,0.73,22,0.6320754716981132,106
5000,SnmP,54,51,0.51,105,0.77,13,0.6,20,0.64,25,0.58,19,0.57,21,0.6224489795918368,98
5001,Snml,11,10,0.52,21,1.0,2,1.0,3,0.5,2,0.5,4,0.58,12,0.6521739130434783,23
5017,Snsn,57,42,0.58,99,0.56,16,0.58,12,0.5,12,0.56,25,0.6,15,0.5625,80
5028,SsHP,53,48,0.52,101,0.53,17,0.5,20,0.65,20,0.61,18,0.6,20,0.5789473684210527,95
5035,SsLb,17,9,0.65,26,0.75,4,0.5,4,0.53,15,0.75,4,0.67,6,0.6060606060606061,33
5062,SsSl,23,21,0.52,44,0.57,7,0.56,9,0.79,14,0.64,11,0.57,14,0.6363636363636364,55
5063,SsSm,102,103,0.5,205,0.5,24,0.53,34,0.65,20,0.62,13,0.5,18,0.5504587155963303,109
5083,SsnD,12,12,0.5,24,0.67,3,1.0,1,1.0,2,0.5,2,1.0,1,0.7777777777777778,9
5088,SsnN,71,71,0.5,142,0.63,30,0.53,19,0.68,25,0.53,15,0.5,22,0.5855855855855856,111
5100,Sssb,55,54,0.5,109,0.67,15,0.55,20,0.62,16,0.81,21,0.62,8,0.6625,80
5113,StmN,12,9,0.57,21,1.0,3,0.5,6,0.6,5,1.0,2,1.0,2,0.7222222222222222,18
5168,bBnl,21,8,0.72,29,0.75,8,0.5,8,0.5,12,0.5,14,0.53,17,0.5423728813559322,59
5180,bHMB,13,8,0.62,21,0.75,4,0.5,2,0.71,7,0.5,12,0.75,4,0.6206896551724138,29
5182,bHMN,21,18,0.54,39,0.67,6,0.57,7,1.0,3,0.71,7,0.71,14,0.7027027027027027,37
5183,bHMP,21,10,0.68,31,0.5,6,0.6,5,0.57,7,0.64,11,0.5,10,0.5641025641025641,39
5194,bHSm,14,11,0.56,25,0.6,5,0.67,3,0.5,2,0.75,8,0.67,3,0.6666666666666666,21
5206,bHnH,15,12,0.56,27,0.67,3,0.5,2,1.0,6,0.75,4,0.8,5,0.8,20
5213,bJBM,16,10,0.62,26,0.67,3,0.56,9,0.5,6,0.6,5,0.5,4,0.5555555555555556,27
5240,bJmm,15,13,0.54,28,0.56,9,0.73,11,0.5,2,0.6,5,1.0,2,0.6551724137931034,29
5255,bLNm,12,10,0.55,22,0.6,5,0.5,6,0.5,6,0.6,5,0.5,12,0.5294117647058824,34
5258,bLPm,21,14,0.6,35,0.5,12,0.5,8,0.67,12,0.73,15,0.62,13,0.6166666666666667,60
5264,bLbN,20,11,0.65,31,1.0,4,0.62,13,0.67,6,0.5,16,0.57,14,0.6037735849056604,53
5265,bLbb,17,10,0.63,27,0.56,9,0.67,3,0.6,10,0.67,15,0.71,7,0.6363636363636364,44
5285,bMMs,34,34,0.5,68,0.58,12,0.79,14,0.64,25,0.62,16,0.52,21,0.625,88
5294,bMPB,55,38,0.59,93,0.59,17,0.56,16,0.67,24,0.54,26,0.58,19,0.5882352941176471,102
5307,bMbm,48,32,0.6,80,0.6,15,0.67,15,0.7,20,0.57,21,0.57,14,0.6235294117647059,85
5308,bMbn,55,45,0.55,100,0.59,17,0.52,25,0.55,33,0.58,48,0.54,41,0.5548780487804879,164
5317,bMlm,22,7,0.76,29,0.5,8,0.67,6,0.6,5,0.62,8,0.57,7,0.5882352941176471,34
5358,bNHm,16,11,0.59,27,0.57,7,0.5,4,0.67,3,0.6,5,0.57,7,0.5769230769230769,26
5376,bNNb,46,42,0.52,88,0.5,18,0.62,29,0.5,34,0.55,38,0.65,26,0.5655172413793104,145
5383,bNPB,71,49,0.59,120,0.53,30,0.59,32,0.52,33,0.56,27,0.51,39,0.5403726708074534,161
5390,bNPm,91,61,0.6,152,0.59,37,0.5,38,0.65,37,0.7,47,0.53,38,0.5989847715736041,197
5395,bNSm,62,38,0.62,100,0.52,23,0.79,19,0.64,14,0.71,24,0.64,22,0.6568627450980392,102
5424,bNms,41,24,0.63,65,0.58,12,0.56,9,0.5,10,0.5,12,0.62,13,0.5535714285714286,56
5433,bNnb,71,63,0.53,134,0.5,20,0.59,22,0.5,36,0.56,41,0.61,44,0.558282208588957,163
5454,bPBs,32,31,0.51,63,0.5,6,0.67,12,0.5,18,0.67,12,0.61,18,0.5909090909090909,66
5475,bPNn,74,72,0.51,146,0.52,40,0.5,32,0.67,45,0.58,57,0.5,56,0.5565217391304348,230
5481,bPPb,80,57,0.58,137,0.69,32,0.59,34,0.53,68,0.51,65,0.53,62,0.5517241379310345,261
5523,bPsH,41,25,0.62,66,0.5,12,0.71,17,0.64,11,0.6,20,0.62,16,0.618421052631579,76
5528,bPsl,15,14,0.52,29,0.57,7,0.5,4,0.56,9,0.5,10,0.57,7,0.5405405405405406,37
5529,bPsm,34,33,0.51,67,0.53,15,0.56,9,0.68,19,0.6,20,0.5,16,0.5822784810126582,79
5539,bSHS,15,11,0.58,26,0.5,4,0.5,4,0.67,3,0.5,6,0.75,12,0.6206896551724138,29
5541,bSHm,20,13,0.61,33,0.5,6,0.67,6,0.67,3,0.75,8,0.5,4,0.6296296296296297,27
5546,bSMm,45,28,0.62,73,0.53,15,0.54,13,0.58,12,0.53,17,0.85,13,0.6,70
5553,bSPN,32,32,0.5,64,0.53,15,0.56,9,0.5,22,0.56,27,0.5,30,0.5242718446601942,103
5555,bSPl,12,10,0.55,22,1.0,2,0.88,8,0.67,3,0.62,13,0.64,11,0.7027027027027027,37
5560,bSSb,20,20,0.5,40,0.57,7,0.88,8,0.55,11,0.5,12,0.67,3,0.6097560975609756,41
5567,bSbb,28,26,0.52,54,0.5,6,0.5,4,0.5,14,0.58,24,0.55,11,0.5423728813559322,59
5578,bSmn,25,23,0.52,48,0.71,7,0.6,10,0.67,15,0.89,9,0.53,17,0.6551724137931034,58
5593,bbBP,72,61,0.54,133,0.59,22,0.55,29,0.61,57,0.5,32,0.58,33,0.5722543352601156,173
5596,bbBj,17,16,0.52,33,0.6,5,0.6,5,0.58,12,0.56,9,0.5,6,0.5675675675675675,37
5610,bbLn,25,20,0.56,45,0.69,13,0.75,8,0.62,13,0.62,16,0.67,18,0.6617647058823529,68
5628,bbNm,83,56,0.6,139,0.72,18,0.57,21,0.5,20,0.55,29,0.55,31,0.5714285714285714,119
5649,bbbN,97,84,0.54,181,0.5,32,0.72,25,0.55,49,0.58,59,0.53,38,0.5665024630541872,203
5653,bbbm,61,50,0.55,111,0.56,18,0.5,14,0.53,19,0.62,24,0.6,20,0.5684210526315789,95
5660,bbmP,51,51,0.5,102,0.5,28,0.6,25,0.5,24,0.58,31,0.55,22,0.5461538461538461,130
5706,blbb,21,21,0.5,42,0.55,11,0.75,4,0.54,13,0.62,24,0.7,20,0.625,72
5725,bmHl,14,9,0.61,23,0.6,5,0.75,4,0.5,4,0.62,8,0.57,7,0.6071428571428571,28
5726,bmHm,35,26,0.57,61,0.67,12,0.62,16,0.83,6,0.62,8,0.67,15,0.6666666666666666,57
5728,bmHs,29,18,0.62,47,0.5,16,0.71,7,0.62,8,0.6,5,0.55,11,0.574468085106383,47
5739,bmNP,84,77,0.52,161,0.5,32,0.62,26,0.53,38,0.56,27,0.52,33,0.5384615384615384,156
5741,bmNl,14,14,0.5,28,0.5,8,0.5,10,0.6,5,0.5,8,0.58,12,0.5348837209302325,43
5765,bmbm,46,40,0.53,86,0.53,17,0.64,14,0.56,18,0.64,11,0.75,12,0.6111111111111112,72
5770,bmlb,18,10,0.64,28,0.8,5,0.57,7,0.75,4,0.7,10,0.57,7,0.6666666666666666,33
5776,bmmm,65,45,0.59,110,0.74,19,0.5,28,1.0,5,0.5,8,0.67,6,0.6212121212121212,66
5797,bnBm,51,34,0.6,85,0.67,18,0.6,20,0.56,18,0.57,14,0.62,13,0.6024096385542169,83
5807,bnMm,61,62,0.5,123,0.62,26,0.62,24,0.78,23,0.62,21,0.56,25,0.6386554621848739,119
5812,bnNP,95,78,0.55,173,0.6,45,0.67,36,0.51,39,0.6,63,0.55,66,0.5823293172690763,249
5817,bnNm,65,60,0.52,125,0.62,29,0.56,18,0.55,22,0.75,16,0.56,32,0.5982905982905983,117
5832,bnSN,41,31,0.57,72,0.5,10,0.5,8,0.55,11,0.64,22,0.5,16,0.5522388059701493,67
5850,bnlm,16,10,0.62,26,0.5,8,0.75,8,0.67,3,0.5,10,0.67,6,0.6,35
5854,bnmP,65,64,0.5,129,0.52,27,0.5,26,0.55,20,0.62,24,0.52,29,0.5396825396825397,126
5857,bnmm,52,41,0.56,93,0.53,15,0.62,13,0.69,13,0.53,15,0.77,13,0.6231884057971014,69
5859,bnms,21,14,0.6,35,0.55,11,0.75,8,1.0,2,0.5,4,0.62,8,0.6363636363636364,33
5873,bsBm,18,15,0.55,33,0.75,4,0.62,13,0.6,5,1.0,6,0.5,12,0.65,40
5880,bsHs,25,18,0.58,43,0.67,9,0.67,9,0.62,8,0.64,11,0.5,6,0.627906976744186,43
5884,bsMm,38,27,0.58,65,0.64,11,0.5,14,0.64,11,0.64,14,0.88,8,0.6379310344827587,58
5886,bsMs,31,25,0.55,56,0.5,6,0.56,9,0.5,12,0.7,10,0.62,8,0.5777777777777777,45
5888,bsNN,40,35,0.53,75,0.56,18,0.5,14,0.71,17,0.68,25,0.55,22,0.6041666666666666,96
5889,bsNm,23,20,0.53,43,0.6,10,0.62,8,0.57,14,0.5,16,0.75,8,0.5892857142857143,56
5895,bsSB,24,22,0.52,46,0.88,8,0.5,6,0.67,9,0.57,7,0.8,5,0.6857142857142857,35
5925,bssm,32,21,0.6,53,1.0,3,0.5,4,0.83,6,1.0,5,1.0,4,0.8636363636363636,22
5960,hMhm,21,7,0.75,28,0.57,7,0.8,5,1.0,3,0.78,9,0.5,4,0.7142857142857143,28
5988,hNPm,14,14,0.5,28,0.86,7,0.86,7,0.5,8,0.6,5,0.67,3,0.7,30
6005,hPMP,17,15,0.53,32,0.55,11,0.5,4,0.64,11,0.58,19,0.6,10,0.5818181818181818,55
6007,hPMn,23,17,0.57,40,0.56,9,0.8,5,0.78,9,0.5,12,0.6,10,0.6222222222222222,45
6011,hPPN,12,9,0.57,21,0.83,6,0.67,6,0.59,17,0.53,17,0.62,16,0.6129032258064516,62
6013,hPPS,15,15,0.5,30,0.54,13,0.62,8,0.54,13,0.5,12,1.0,2,0.5625,48
6020,hPSm,22,17,0.56,39,0.67,6,0.75,4,0.8,5,0.5,10,0.5,6,0.6129032258064516,31
6032,hPnm,17,15,0.53,32,1.0,3,0.6,5,0.55,11,0.82,11,0.78,9,0.717948717948718,39
6040,hSBn,19,14,0.58,33,1.0,4,0.75,4,0.67,3,0.8,5,0.75,4,0.8,20
6044,hSMb,15,14,0.52,29,0.62,8,0.6,5,0.5,2,0.75,8,1.0,1,0.6666666666666666,24
6069,hbNP,13,13,0.5,26,1.0,1,1.0,3,0.64,11,0.7,10,0.69,13,0.7105263157894737,38
6075,hbbN,13,9,0.59,22,0.5,4,0.57,7,1.0,4,0.5,12,0.6,10,0.5945945945945946,37
6083,hhMP,14,12,0.54,26,0.5,6,0.5,8,0.67,3,0.5,14,0.5,2,0.5151515151515151,33
6091,hhbN,13,11,0.54,24,0.5,4,0.5,6,0.5,6,0.6,5,0.6,5,0.5384615384615384,26
6096,hhmm,19,11,0.63,30,0.6,10,1.0,5,1.0,2,1.0,4,0.67,3,0.7916666666666666,24
6097,hhmn,14,8,0.64,22,1.0,1,0.6,5,0.5,8,0.6,5,0.5,4,0.5652173913043478,23
6100,hhnb,12,9,0.57,21,0.5,2,0.5,6,1.0,4,0.71,7,0.75,4,0.6956521739130435,23
6102,hhsN,12,9,0.57,21,0.5,6,0.67,3,0.5,4,0.8,5,0.75,4,0.6363636363636364,22
6108,hmBn,14,7,0.67,21,0.56,9,0.5,6,0.67,3,0.75,4,0.57,7,0.5862068965517241,29
6112,hmHn,19,7,0.73,26,0.6,5,1.0,1,0.75,4,0.8,5,0.71,7,0.7272727272727273,22
6122,hmPm,18,11,0.62,29,0.5,4,0.75,8,0.8,5,1.0,6,1.0,2,0.8,25
6134,hmmM,29,21,0.58,50,0.83,6,0.57,7,1.0,2,0.5,4,0.62,8,0.6666666666666666,27
6211,hssm,24,14,0.63,38,0.67,6,1.0,4,0.67,3,0.5,4,1.0,4,0.7619047619047619,21
6248,lBns,15,12,0.56,27,0.67,6,0.75,4,0.8,5,0.5,8,0.78,9,0.6875,32
6258,lHNP,14,10,0.58,24,0.57,7,0.5,8,0.56,9,0.5,6,0.53,17,0.5319148936170213,47
6267,lHmn,15,7,0.68,22,0.6,5,0.5,2,0.67,3,0.88,8,0.7,10,0.7142857142857143,28
6276,lMBb,16,13,0.55,29,0.8,5,0.57,7,0.56,9,0.57,7,0.62,13,0.6097560975609756,41
6312,lMnn,45,29,0.61,74,0.73,11,0.64,11,0.68,19,0.53,36,0.67,18,0.6210526315789474,95
6344,lNnM,24,24,0.5,48,0.7,10,0.55,11,0.56,16,0.56,25,0.52,21,0.5662650602409639,83
6348,lNns,18,17,0.51,35,0.83,6,0.7,10,0.56,9,0.57,14,0.6,10,0.6326530612244898,49
6354,lPBb,17,13,0.57,30,1.0,2,0.67,9,0.6,15,0.71,21,0.67,21,0.6764705882352942,68
6360,lPMm,33,30,0.52,63,0.88,8,0.55,11,0.62,13,0.53,15,0.67,6,0.6226415094339622,53
6361,lPNB,23,12,0.66,35,0.73,11,0.54,13,0.64,14,0.58,12,0.78,9,0.6440677966101694,59
6365,lPNm,19,15,0.56,34,0.67,12,0.8,10,0.62,13,0.71,14,0.53,19,0.6470588235294118,68
6377,lPSs,17,12,0.59,29,0.5,6,0.75,4,0.86,7,0.62,8,0.8,10,0.7142857142857143,35
6380,lPbb,26,21,0.55,47,0.57,7,1.0,5,0.75,20,0.62,24,0.78,9,0.7076923076923077,65
6399,lSMm,21,8,0.72,29,0.67,9,0.5,6,0.6,10,0.5,6,0.78,9,0.625,40
6419,lSmm,17,7,0.71,24,1.0,2,0.71,7,0.67,3,1.0,1,0.67,6,0.7368421052631579,19
6429,lSsm,23,15,0.61,38,0.6,5,0.5,12,0.78,9,0.75,4,0.5,10,0.6,40
6430,lSss,19,19,0.5,38,0.5,4,0.78,9,0.6,10,0.58,12,0.6,10,0.6222222222222222,45
6452,lbbb,26,22,0.54,48,0.71,7,0.67,9,0.59,17,0.59,22,0.67,18,0.6301369863013698,73
6459,lbmn,20,10,0.67,30,0.54,13,0.6,5,0.5,10,0.62,8,0.8,10,0.6086956521739131,46
6474,lmHn,17,10,0.63,27,1.0,3,0.5,8,0.71,7,1.0,2,0.67,6,0.6923076923076923,26
6484,lmNm,17,10,0.63,27,0.82,11,0.5,14,1.0,4,1.0,5,0.55,11,0.6888888888888889,45
6492,lmPn,27,25,0.52,52,0.71,7,0.64,11,0.55,11,0.64,11,0.72,18,0.6551724137931034,58
6506,lmnn,16,13,0.55,29,0.57,7,0.88,8,1.0,5,0.57,7,0.64,11,0.7105263157894737,38
6517,lnNn,26,21,0.55,47,0.67,9,0.53,17,0.62,13,0.5,16,0.81,21,0.631578947368421,76
