,Name,up,down,train_per,train_occ,2018_per,2018_occ,2019_per,2019_occ,2020_per,2020_occ,2021_per,2021_occ,2022_per,2022_occ,test_per,test_occ
360,HhH,38,39,0.51,77,0.5,10,0.64,11,0.71,7,0.64,11,0.62,8,0.6170212765957447,47
363,HhM,116,142,0.55,258,0.5,52,0.5800000000000001,48,0.62,34,0.5,38,0.54,39,0.5450236966824644,211
397,Hsh,17,24,0.5900000000000001,41,0.5,6,0.5,6,0.6699999999999999,3,0.5,6,0.5,2,0.5217391304347826,23
405,Htn,24,25,0.51,49,0.5,6,0.5,2,0.6,5,0.6,5,0.7,10,0.6071428571428571,28
414,IDP,11,12,0.52,23,0.6699999999999999,3,0.5700000000000001,7,0.6699999999999999,6,1.0,1,0.5,4,0.6190476190476191,21
420,IHh,17,22,0.56,39,0.5700000000000001,7,0.75,8,0.75,4,0.6699999999999999,6,0.5,2,0.6666666666666666,27
425,ILM,17,20,0.54,37,0.5,6,0.5,6,0.62,8,0.75,4,0.83,6,0.6333333333333333,30
429,IMM,55,75,0.5800000000000001,130,0.72,18,0.71,28,0.5,18,0.5,6,0.5,18,0.6136363636363636,88
449,IPI,11,12,0.52,23,0.5,2,0.5,2,0.5,2,1.0,1,1.0,4,0.7272727272727273,11
487,InL,14,15,0.52,29,0.8,5,0.62,8,0.6699999999999999,3,0.6,5,0.5,4,0.64,25
523,JNM,31,42,0.5800000000000001,73,0.64,11,0.5800000000000001,12,0.6799999999999999,19,0.53,17,0.53,15,0.5945945945945946,74
530,JPL,13,19,0.5900000000000001,32,0.6,5,0.5800000000000001,12,0.64,11,0.6,10,0.56,9,0.5957446808510638,47
543,JlN,13,16,0.55,29,0.6,5,1.0,4,0.6699999999999999,6,0.83,6,0.8,5,0.7692307692307693,26
580,KNM,39,50,0.56,89,0.73,22,0.6,15,0.6,10,0.62,8,0.71,14,0.6666666666666666,69
589,KPN,43,54,0.56,97,0.56,18,0.54,13,0.5,20,0.5800000000000001,19,0.61,18,0.5568181818181818,88
598,KSN,27,31,0.53,58,0.5700000000000001,7,0.5700000000000001,7,0.86,7,0.5,6,0.6699999999999999,3,0.6333333333333333,30
603,KbL,12,17,0.5900000000000001,29,1.0,1,0.6,5,0.62,8,0.6699999999999999,6,0.5,4,0.625,24
613,Khb,21,23,0.52,44,0.5,12,0.53,17,0.64,14,0.5700000000000001,23,0.53,15,0.5555555555555556,81
619,KlM,15,29,0.6599999999999999,44,0.55,11,0.75,8,0.5700000000000001,7,0.53,17,0.62,16,0.5932203389830508,59
621,KlS,17,19,0.53,36,0.5,6,0.6699999999999999,3,0.5,2,0.73,11,0.5,6,0.6071428571428571,28
644,LBL,43,59,0.5800000000000001,102,0.63,19,0.64,25,0.54,35,0.6699999999999999,27,0.73,26,0.6363636363636364,132
648,LBS,60,63,0.51,123,0.55,29,0.53,30,0.54,39,0.61,38,0.5,22,0.5506329113924051,158
655,LDH,15,26,0.63,41,0.5,14,0.81,16,0.5900000000000001,17,0.83,6,0.6,5,0.6551724137931034,58
679,LMh,105,128,0.55,233,0.55,60,0.53,64,0.5900000000000001,69,0.6,93,0.5,82,0.5570652173913043,368
686,LNM,141,167,0.54,308,0.53,77,0.56,64,0.62,69,0.53,85,0.52,90,0.5506493506493506,385
722,LhL,22,25,0.53,47,0.62,13,0.62,13,0.56,18,0.52,23,0.5,18,0.5529411764705883,85
759,Lnh,15,20,0.5700000000000001,35,0.5,4,0.71,7,0.5,8,0.6699999999999999,9,0.6699999999999999,9,0.6216216216216216,37
777,MBM,522,656,0.56,1178,0.54,198,0.56,215,0.54,164,0.52,204,0.52,209,0.5373737373737374,990
778,MBN,622,776,0.56,1398,0.5,257,0.52,283,0.54,257,0.53,233,0.54,243,0.5271013354281225,1273
782,MBj,137,158,0.54,295,0.65,34,0.56,54,0.5,72,0.51,75,0.5700000000000001,70,0.5442622950819672,305
789,MDM,109,130,0.54,239,0.52,94,0.65,72,0.5,10,0.87,15,0.8,10,0.6069651741293532,201
798,MKM,22,31,0.5800000000000001,53,0.5,2,0.75,4,0.6699999999999999,3,1.0,1,0.6699999999999999,3,0.6923076923076923,13
805,MLB,144,177,0.55,321,0.53,70,0.5700000000000001,60,0.53,81,0.53,74,0.56,80,0.5424657534246575,365
821,MMN,583,672,0.54,1255,0.55,241,0.52,215,0.53,182,0.54,264,0.54,292,0.5376884422110553,1194
823,MMS,363,425,0.54,788,0.55,132,0.54,157,0.53,99,0.52,153,0.56,133,0.5400593471810089,674
824,MMh,402,461,0.53,863,0.53,188,0.54,174,0.51,136,0.54,217,0.53,209,0.5324675324675324,924
833,MNM,526,740,0.5800000000000001,1266,0.53,213,0.5800000000000001,200,0.51,159,0.6,264,0.56,257,0.5599268069533394,1093
846,MPN,740,790,0.52,1530,0.5700000000000001,354,0.51,295,0.55,326,0.55,389,0.5700000000000001,429,0.5499163413273843,1793
853,MSL,100,127,0.56,227,0.5800000000000001,50,0.5700000000000001,47,0.62,47,0.53,51,0.6,45,0.5791666666666667,240
854,MSM,425,500,0.54,925,0.52,170,0.5800000000000001,182,0.51,109,0.5,195,0.52,146,0.5286783042394015,802
862,MbM,513,669,0.5700000000000001,1182,0.55,234,0.5700000000000001,237,0.55,223,0.53,309,0.56,310,0.5514089870525514,1313
865,MbS,408,442,0.52,850,0.54,128,0.56,140,0.51,156,0.53,172,0.51,173,0.5305591677503251,769
889,MlS,152,179,0.54,331,0.5800000000000001,57,0.6599999999999999,59,0.5900000000000001,83,0.54,114,0.53,79,0.5714285714285714,392
900,MnH,453,538,0.54,991,0.51,168,0.61,155,0.53,166,0.53,201,0.51,231,0.5342019543973942,921
905,MnP,1081,1119,0.51,2200,0.52,434,0.52,475,0.52,538,0.5,660,0.51,616,0.5123026074182887,2723
906,MnS,733,807,0.52,1540,0.56,268,0.53,276,0.53,276,0.53,297,0.52,300,0.5321100917431193,1417
907,Mnh,55,64,0.54,119,0.54,13,0.6,15,0.55,11,0.56,18,0.5900000000000001,17,0.5675675675675675,74
910,MsH,456,502,0.52,958,0.54,162,0.51,159,0.56,162,0.51,165,0.54,149,0.5294855708908407,797
920,MtH,70,76,0.52,146,0.77,13,0.5,16,0.53,19,0.52,25,0.6799999999999999,31,0.5961538461538461,104
929,Mtn,75,87,0.54,162,0.53,15,0.54,35,0.5800000000000001,43,0.51,63,0.5,72,0.5263157894736842,228
943,NBs,298,319,0.52,617,0.5,109,0.54,122,0.51,114,0.5,88,0.5,107,0.5092592592592593,540
945,NDH,105,131,0.56,236,0.62,58,0.78,32,0.6799999999999999,25,0.53,17,0.6599999999999999,29,0.6583850931677019,161
957,NHS,142,162,0.53,304,0.56,45,0.5700000000000001,47,0.61,36,0.5700000000000001,28,0.5,32,0.5638297872340425,188
959,NHh,45,47,0.51,92,0.56,16,0.5,6,0.56,9,0.5800000000000001,12,0.64,11,0.5740740740740741,54
977,NKb,45,49,0.52,94,0.5,22,0.63,19,0.5800000000000001,12,0.55,22,0.55,11,0.5581395348837209,86
983,NLP,222,221,0.5,443,0.51,108,0.55,110,0.52,145,0.52,151,0.5700000000000001,149,0.5369532428355958,663
986,NLj,30,30,0.5,60,0.5800000000000001,12,0.5700000000000001,21,0.52,29,0.7,33,0.5900000000000001,34,0.5968992248062015,129
994,NMM,485,717,0.6,1202,0.56,203,0.55,204,0.52,191,0.53,275,0.54,270,0.5398075240594926,1143
997,NMS,337,444,0.5700000000000001,781,0.5700000000000001,159,0.55,172,0.5700000000000001,143,0.51,166,0.56,142,0.551150895140665,782
1008,NNP,998,992,0.5,1990,0.52,470,0.51,494,0.55,540,0.52,546,0.54,581,0.5283162295705055,2631
1011,NNh,243,312,0.56,555,0.5900000000000001,83,0.62,112,0.54,140,0.51,160,0.52,139,0.5473186119873817,634
1019,NPM,805,994,0.55,1799,0.5700000000000001,376,0.54,318,0.52,410,0.52,514,0.56,510,0.5413533834586466,2128
1024,NPh,102,124,0.55,226,0.6,45,0.5,54,0.61,57,0.55,74,0.53,55,0.5578947368421052,285
1033,NSP,566,617,0.52,1183,0.53,263,0.52,279,0.5,298,0.56,317,0.51,298,0.5230240549828179,1455
1037,NbB,421,424,0.5,845,0.54,158,0.55,187,0.5,212,0.51,213,0.56,227,0.5325977933801405,997
1052,Nhh,169,184,0.52,353,0.51,75,0.5700000000000001,61,0.5,64,0.5700000000000001,112,0.56,84,0.5454545454545454,396
1056,NlD,22,23,0.51,45,0.69,13,0.56,9,0.5,14,0.62,8,0.5,14,0.5689655172413793,58
1065,NmH,546,604,0.53,1150,0.51,222,0.53,209,0.54,167,0.51,193,0.53,219,0.5237623762376238,1010
1069,NmM,677,900,0.5700000000000001,1577,0.53,324,0.5700000000000001,293,0.5,228,0.52,220,0.6,248,0.5453160700685453,1313
1080,NsK,10,13,0.5700000000000001,23,0.6699999999999999,3,0.6699999999999999,3,0.83,6,0.5700000000000001,7,0.5700000000000001,7,0.6538461538461539,26
1083,NsP,605,605,0.5,1210,0.53,228,0.51,233,0.5,317,0.52,285,0.54,259,0.518910741301059,1322
1101,PBB,619,700,0.53,1319,0.53,296,0.56,302,0.51,372,0.5,210,0.56,270,0.5310344827586206,1450
1119,PDS,80,97,0.55,177,0.52,62,0.52,40,0.61,28,0.61,18,0.5900000000000001,17,0.5515151515151515,165
1127,PHh,70,82,0.54,152,0.6799999999999999,25,0.6599999999999999,38,0.62,29,0.54,46,0.5900000000000001,29,0.6107784431137725,167
1132,PIH,61,81,0.5700000000000001,142,0.5,22,0.5900000000000001,22,0.5,26,0.56,16,0.53,19,0.5333333333333333,105
1146,PLM,214,295,0.5800000000000001,509,0.53,125,0.54,108,0.5700000000000001,176,0.52,205,0.53,179,0.5372005044136192,793
1153,PMB,737,781,0.51,1518,0.51,316,0.53,311,0.5,328,0.51,290,0.5,355,0.51,1600
1157,PMM,654,879,0.5700000000000001,1533,0.5900000000000001,347,0.5700000000000001,268,0.52,269,0.5,430,0.51,484,0.5333704115684094,1798
1169,PNL,239,271,0.53,510,0.6,144,0.56,122,0.53,161,0.5,170,0.53,167,0.5392670157068062,764
1170,PNM,695,761,0.52,1456,0.54,349,0.61,295,0.54,391,0.54,454,0.53,444,0.5504397309881014,1933
1181,PPL,394,442,0.53,836,0.52,231,0.51,235,0.52,413,0.51,330,0.53,327,0.517578125,1536
1182,PPM,950,1169,0.55,2119,0.52,492,0.55,493,0.56,618,0.51,707,0.52,682,0.5297459893048129,2992
1186,PPh,110,148,0.5700000000000001,258,0.64,61,0.5800000000000001,52,0.69,74,0.52,87,0.5900000000000001,74,0.6005747126436781,348
1190,PSK,24,27,0.53,51,0.7,10,1.0,8,0.6699999999999999,6,0.62,8,0.5,12,0.6818181818181818,44
1191,PSM,598,729,0.55,1327,0.5,264,0.52,251,0.54,266,0.53,307,0.52,286,0.5240174672489083,1374
1193,PSS,648,746,0.54,1394,0.53,252,0.54,289,0.52,296,0.56,246,0.5800000000000001,212,0.5413127413127413,1295
1195,PSh,285,353,0.55,638,0.6,121,0.55,139,0.56,183,0.5900000000000001,186,0.52,158,0.5628970775095299,787
1200,PbK,62,68,0.52,130,0.52,33,0.61,33,0.54,24,0.5,38,0.5900000000000001,32,0.55,160
1211,PhP,96,99,0.51,195,0.53,43,0.51,57,0.56,63,0.52,83,0.6,65,0.5434083601286174,311
1227,PmK,12,23,0.6599999999999999,35,1.0,4,0.6699999999999999,6,0.5,2,0.5,2,0.5,2,0.6875,16
1228,PmM,821,988,0.55,1809,0.5700000000000001,448,0.51,447,0.52,344,0.53,374,0.53,369,0.5312815338042381,1982
1233,PnH,346,381,0.52,727,0.5,152,0.5700000000000001,174,0.5,143,0.55,225,0.5,209,0.5249169435215947,903
1246,PsP,596,641,0.52,1237,0.5800000000000001,275,0.55,292,0.5,442,0.54,368,0.53,324,0.5343915343915344,1701
1254,PtN,78,87,0.53,165,0.5,24,0.53,19,0.55,31,0.5,40,0.52,40,0.5194805194805194,154
1263,SBM,350,451,0.56,801,0.61,145,0.56,127,0.5800000000000001,117,0.62,91,0.52,105,0.5794871794871795,585
1284,SHL,69,73,0.51,142,0.52,25,0.6799999999999999,19,0.5800000000000001,26,0.5900000000000001,27,0.5,24,0.5702479338842975,121
1301,SKn,16,17,0.52,33,0.71,7,0.5,2,0.6,5,0.5,10,0.6,10,0.5882352941176471,34
1304,SLK,13,15,0.54,28,0.75,4,0.6699999999999999,3,0.5,2,0.6699999999999999,3,0.83,6,0.7222222222222222,18
1306,SLM,133,156,0.54,289,0.65,65,0.61,57,0.54,71,0.63,75,0.5,52,0.5875,320
1320,SMM,555,760,0.5800000000000001,1315,0.6,200,0.5700000000000001,240,0.53,159,0.55,170,0.51,199,0.5526859504132231,968
1324,SMh,353,458,0.56,811,0.52,149,0.54,148,0.52,124,0.51,161,0.51,156,0.5203252032520326,738
1336,SNn,651,665,0.51,1316,0.53,201,0.51,250,0.5,258,0.54,257,0.54,250,0.524671052631579,1216
1341,SPK,57,69,0.55,126,0.56,36,0.6,35,0.54,35,0.5800000000000001,26,0.64,33,0.5818181818181818,165
1342,SPL,184,205,0.53,389,0.56,96,0.51,92,0.5800000000000001,113,0.55,121,0.52,120,0.5424354243542435,542
1343,SPM,486,598,0.55,1084,0.51,202,0.52,250,0.54,265,0.56,276,0.53,284,0.5348472983555208,1277
1352,SSK,19,32,0.63,51,0.69,13,0.6699999999999999,3,0.8,15,0.7,10,0.75,4,0.7333333333333333,45
1374,ShM,290,353,0.55,643,0.5700000000000001,95,0.5900000000000001,120,0.56,106,0.5,123,0.52,126,0.5456140350877193,570
1375,ShN,251,265,0.51,516,0.53,99,0.6,82,0.5900000000000001,116,0.52,110,0.5700000000000001,106,0.557504873294347,513
1380,SlM,174,207,0.54,381,0.63,57,0.5800000000000001,69,0.5800000000000001,103,0.51,106,0.6,96,0.5754060324825986,431
1393,SnL,145,150,0.51,295,0.5700000000000001,58,0.53,57,0.5800000000000001,64,0.54,84,0.5700000000000001,74,0.5548961424332344,337
1394,SnM,444,619,0.5800000000000001,1063,0.53,174,0.51,182,0.53,196,0.53,241,0.52,203,0.5230923694779116,996
1401,SsM,634,770,0.55,1404,0.56,187,0.52,216,0.52,202,0.52,170,0.52,157,0.5278969957081545,932
1405,Ssh,54,72,0.5700000000000001,126,0.71,7,0.5,14,0.78,9,0.64,14,1.0,3,0.6595744680851063,47
1409,StB,75,86,0.53,161,0.65,17,0.6,45,0.5700000000000001,21,0.56,18,0.55,20,0.5867768595041323,121
1446,bIs,42,44,0.51,86,0.6699999999999999,9,0.5,16,0.6,15,0.5,10,0.56,9,0.559322033898305,59
1447,bJH,57,57,0.5,114,0.5,28,0.6,35,0.5,28,0.62,32,0.52,33,0.5512820512820513,156
1450,bJP,177,201,0.53,378,0.5700000000000001,63,0.53,98,0.51,122,0.52,119,0.53,104,0.5276679841897233,506
1460,bKS,43,58,0.5700000000000001,101,0.65,17,0.54,24,0.63,19,0.6799999999999999,19,0.5700000000000001,14,0.6129032258064516,93
1474,bMM,455,583,0.56,1038,0.52,221,0.55,188,0.51,225,0.5,330,0.55,294,0.527027027027027,1258
1482,bNH,132,130,0.5,262,0.51,41,0.52,40,0.5,48,0.5,46,0.5,74,0.5060240963855421,249
1485,bNM,612,754,0.55,1366,0.54,271,0.5900000000000001,266,0.51,304,0.5,383,0.52,426,0.5254545454545455,1650
1488,bNS,567,596,0.51,1163,0.5,211,0.55,194,0.52,231,0.54,272,0.52,243,0.525629887054735,1151
1501,bSM,310,373,0.55,683,0.56,118,0.6,127,0.5,139,0.51,164,0.56,143,0.5426917510853835,691
1510,blM,179,203,0.53,382,0.51,61,0.5,68,0.52,93,0.52,155,0.5700000000000001,122,0.5270541082164328,499
1517,bnM,514,634,0.55,1148,0.51,250,0.51,207,0.55,230,0.51,345,0.51,311,0.5174981384959046,1343
1531,hBP,123,131,0.52,254,0.61,67,0.51,47,0.52,54,0.53,62,0.5,46,0.5398550724637681,276
1532,hBS,75,83,0.53,158,0.63,30,0.5,36,0.5700000000000001,21,0.6,30,0.5,20,0.5620437956204379,137
1563,hMN,136,158,0.54,294,0.65,48,0.62,64,0.54,37,0.53,57,0.5,58,0.5681818181818182,264
1575,hNM,112,145,0.56,257,0.52,46,0.6599999999999999,50,0.5800000000000001,48,0.55,67,0.5900000000000001,56,0.5805243445692884,267
1582,hNs,124,129,0.51,253,0.5900000000000001,32,0.61,38,0.55,33,0.5900000000000001,54,0.51,43,0.57,200
1585,hPK,23,26,0.53,49,0.69,13,0.6699999999999999,6,1.0,7,0.55,11,0.86,7,0.7272727272727273,44
1586,hPM,176,194,0.52,370,0.55,80,0.61,75,0.56,64,0.5,129,0.55,80,0.5490654205607477,428
1594,hSH,55,67,0.55,122,0.65,26,0.56,34,0.5700000000000001,14,0.53,30,0.6,15,0.5798319327731093,119
1620,hlB,34,41,0.55,75,0.71,14,0.62,13,0.5800000000000001,24,0.63,27,0.56,16,0.6170212765957447,94
1626,hlb,44,46,0.51,90,0.6799999999999999,22,0.64,22,0.5800000000000001,31,0.52,42,0.5800000000000001,24,0.5886524822695035,141
1638,hnK,15,26,0.63,41,0.5700000000000001,7,0.5,2,0.5,4,0.71,17,0.5700000000000001,7,0.6216216216216216,37
1652,htB,13,15,0.54,28,1.0,2,0.5700000000000001,7,0.5,6,1.0,2,0.5,6,0.6086956521739131,23
1657,htn,11,15,0.5800000000000001,26,0.5,6,0.8,5,0.5700000000000001,7,0.5,2,0.62,8,0.6071428571428571,28
1664,jLB,11,17,0.61,28,0.5700000000000001,7,0.5,4,0.5,4,0.5,6,0.8,5,0.5769230769230769,26
1666,jMB,26,33,0.56,59,0.78,9,0.5,6,0.54,13,0.5800000000000001,12,0.53,19,0.576271186440678,59
1680,jPM,21,37,0.64,58,0.6,5,0.53,19,0.6799999999999999,19,0.55,31,0.56,18,0.5760869565217391,92
1714,lBB,120,146,0.55,266,0.5700000000000001,54,0.5,62,0.55,84,0.5,64,0.52,84,0.5287356321839081,348
1717,lBS,97,120,0.55,217,0.5800000000000001,40,0.5800000000000001,43,0.65,60,0.5700000000000001,70,0.61,51,0.5984848484848485,264
1728,lHL,44,45,0.51,89,0.6,15,0.56,25,0.54,28,0.55,29,0.5,40,0.5401459854014599,137
1745,lKB,10,12,0.55,22,0.5,4,0.5,4,0.6699999999999999,6,0.6,5,1.0,1,0.6,20
1770,lNh,46,79,0.63,125,0.55,22,0.74,23,0.6699999999999999,27,0.5,66,0.56,50,0.574468085106383,188
1794,lmH,117,132,0.53,249,0.5,50,0.56,57,0.5800000000000001,50,0.5900000000000001,51,0.5700000000000001,76,0.5598591549295775,284
1800,lnB,126,124,0.5,250,0.5700000000000001,54,0.5700000000000001,65,0.51,73,0.54,76,0.5800000000000001,78,0.5520231213872833,346
1803,lnM,147,184,0.56,331,0.53,59,0.53,79,0.53,90,0.54,132,0.56,131,0.539714867617108,491
1821,mBh,81,82,0.5,163,0.5,22,0.56,39,0.53,30,0.7,30,0.71,21,0.5985915492957746,142
1839,mIM,58,100,0.63,158,0.62,13,0.62,21,0.73,15,0.54,13,0.55,20,0.6097560975609756,82
1864,mLh,81,87,0.52,168,0.5,28,0.5,44,0.64,44,0.5900000000000001,46,0.5700000000000001,53,0.5627906976744186,215
1878,mMt,117,141,0.55,258,0.55,20,0.5800000000000001,48,0.5,36,0.51,41,0.5700000000000001,49,0.5463917525773195,194
1882,mNM,715,890,0.55,1605,0.54,279,0.5800000000000001,317,0.52,260,0.52,201,0.52,266,0.5366591080876795,1323
1890,mPM,696,853,0.55,1549,0.5,416,0.6,301,0.5800000000000001,291,0.52,314,0.5,333,0.5359516616314199,1655
1896,mSH,186,210,0.53,396,0.54,72,0.56,90,0.56,41,0.6,42,0.6599999999999999,35,0.5714285714285714,280
1919,mmM,723,837,0.54,1560,0.5800000000000001,365,0.54,312,0.5,157,0.52,124,0.5,169,0.5359361135758651,1127
1928,msN,442,503,0.53,945,0.53,163,0.5700000000000001,167,0.51,121,0.51,88,0.51,120,0.5326251896813353,659
1934,nBM,407,517,0.56,924,0.64,177,0.55,188,0.56,193,0.63,174,0.55,223,0.5832460732984294,955
1959,nHS,382,404,0.51,786,0.5,111,0.52,106,0.56,118,0.55,116,0.5,141,0.5253378378378378,592
1990,nML,153,181,0.54,334,0.5900000000000001,49,0.55,64,0.51,84,0.54,106,0.51,102,0.5333333333333333,405
1991,nMM,559,720,0.56,1279,0.51,249,0.5700000000000001,214,0.5800000000000001,214,0.54,311,0.52,337,0.5411320754716981,1325
1994,nMS,436,466,0.52,902,0.5,199,0.56,165,0.52,172,0.53,207,0.5,202,0.5185185185185185,945
1996,nMh,470,529,0.53,999,0.52,226,0.5,206,0.5,172,0.5800000000000001,277,0.53,283,0.5300687285223368,1164
2001,nNK,100,106,0.51,206,0.5800000000000001,31,0.5800000000000001,24,0.52,31,0.5900000000000001,34,0.53,36,0.5576923076923077,156
2003,nNM,770,911,0.54,1681,0.5,337,0.5700000000000001,362,0.56,291,0.52,419,0.56,436,0.5420054200542005,1845
2012,nPM,793,973,0.55,1766,0.5,384,0.54,351,0.5700000000000001,385,0.53,548,0.52,554,0.5306030603060305,2222
2015,nPS,716,749,0.51,1465,0.52,313,0.5,298,0.5,350,0.5,410,0.52,356,0.50839606253619,1727
2022,nSL,151,177,0.54,328,0.51,72,0.5700000000000001,53,0.5800000000000001,96,0.51,76,0.5800000000000001,69,0.5519125683060109,366
2023,nSM,590,656,0.53,1246,0.54,212,0.55,211,0.5,197,0.51,246,0.55,237,0.5303717135086129,1103
2026,nSS,727,767,0.51,1494,0.51,196,0.52,276,0.51,246,0.53,251,0.56,203,0.5238907849829352,1172
2035,nbM,515,633,0.55,1148,0.6,224,0.5700000000000001,245,0.53,270,0.52,358,0.51,346,0.5426195426195426,1443
2097,sHN,486,478,0.5,964,0.5,155,0.51,158,0.5,158,0.54,157,0.52,178,0.5136476426799007,806
2099,sHS,609,609,0.5,1218,0.53,179,0.52,174,0.51,154,0.53,132,0.52,126,0.5189542483660131,765
2134,sNM,473,566,0.54,1039,0.53,170,0.54,153,0.5800000000000001,173,0.5,149,0.52,205,0.5329411764705883,850
2150,sSB,427,456,0.52,883,0.53,116,0.51,128,0.5,155,0.51,79,0.52,84,0.5142348754448398,562
2151,sSH,274,308,0.53,582,0.53,62,0.54,71,0.52,86,0.5,60,0.5900000000000001,46,0.5323076923076923,325
2154,sSM,685,835,0.55,1520,0.6,164,0.51,192,0.63,199,0.5700000000000001,156,0.55,171,0.5714285714285714,882
