candlestick_code5,label_increase,label_decrease,occurrence,percentage
BBBBB,3,2,5,0.6
BBBBL,1,0,1,1.0
BBBBM,0,7,7,0.0
BBBBN,2,2,4,0.5
BBBBP,3,2,5,0.6
BBBBb,0,1,1,0.0
BBBBl,2,0,2,1.0
BBBBm,1,0,1,1.0
BBBBn,3,4,7,0.43
BBBDH,0,1,1,0.0
BBBDL,1,0,1,1.0
BBBDP,1,1,2,0.5
BBBDm,0,0,0,
BBBHP,1,0,1,1.0
BBBKm,0,1,1,0.0
BBBKn,0,1,1,0.0
BBBKs,1,0,1,1.0
BBBLM,1,1,2,0.5
BBBLP,0,0,0,
BBBLn,0,1,1,0.0
BBBMB,0,1,1,0.0
BBBML,1,0,1,1.0
BBBMM,0,1,1,0.0
BBBMN,0,1,1,0.0
BBBMP,0,2,2,0.0
BBBMS,0,1,1,0.0
BBBMb,2,2,4,0.5
BBBMh,0,1,1,0.0
BBBMl,0,2,2,0.0
BBBMm,3,3,6,0.5
BBBMn,1,2,3,0.33
BBBMs,1,1,2,0.5
BBBNB,2,1,3,0.67
BBBNH,0,1,1,0.0
BBBNL,0,1,1,0.0
BBBNM,0,1,1,0.0
BBBNN,3,0,3,1.0
BBBNP,0,2,2,0.0
BBBNS,0,1,1,0.0
BBBNb,1,2,3,0.33
BBBNh,1,1,2,0.5
BBBNl,0,1,1,0.0
BBBNm,2,4,6,0.33
BBBNn,1,2,3,0.33
BBBNs,1,0,1,1.0
BBBPB,1,3,4,0.25
BBBPL,3,0,3,1.0
BBBPM,1,1,2,0.5
BBBPN,1,0,1,1.0
BBBPP,1,0,1,1.0
BBBPb,2,1,3,0.67
BBBPh,1,0,1,1.0
BBBPl,1,2,3,0.33
BBBPm,0,4,4,0.0
BBBPn,2,4,6,0.33
BBBPs,2,5,7,0.29
BBBSB,1,0,1,1.0
BBBSH,0,0,0,
BBBSN,2,0,2,1.0
BBBSh,1,0,1,1.0
BBBSm,1,0,1,1.0
BBBSt,0,0,0,
BBBbB,1,1,2,0.5
BBBbH,1,1,2,0.5
BBBbJ,1,0,1,1.0
BBBbN,1,2,3,0.33
BBBbP,3,5,8,0.38
BBBbS,1,0,1,1.0
BBBbb,2,1,3,0.67
BBBbl,0,1,1,0.0
BBBbm,2,1,3,0.67
BBBbn,3,0,3,1.0
BBBbs,0,0,0,
BBBhP,0,1,1,0.0
BBBhh,0,1,1,0.0
BBBjB,0,1,1,0.0
BBBjM,0,0,0,
BBBjP,0,1,1,0.0
BBBjb,0,2,2,0.0
BBBlB,1,1,2,0.5
BBBlH,1,1,2,0.5
BBBlN,1,1,2,0.5
BBBlP,0,2,2,0.0
