candlestick_code3,label_increase,label_decrease,occurrence,percentage
BnM,112,138,250,0.45
BnN,205,195,400,0.51
BnP,241,227,468,0.51
BnS,106,114,220,0.48
Bnb,148,105,253,0.58
Bnh,5,8,13,0.38
Bnl,62,59,121,0.51
Bnm,135,98,233,0.58
Bnn,164,162,326,0.5
Bns,96,109,205,0.47
Bnt,0,1,1,0.0
BsB,42,42,84,0.5
BsD,9,7,16,0.56
BsH,45,45,90,0.5
BsI,9,10,19,0.47
BsK,2,1,3,0.67
BsL,28,29,57,0.49
BsM,52,37,89,0.58
BsN,69,56,125,0.55
BsP,79,94,173,0.46
BsS,63,65,128,0.49
Bsb,50,58,108,0.46
Bsh,2,2,4,0.5
Bsl,27,21,48,0.56
Bsm,54,57,111,0.49
Bsn,52,47,99,0.53
Bss,47,65,112,0.42
BtB,9,22,31,0.29
BtD,1,2,3,0.33
BtH,10,15,25,0.4
BtI,1,0,1,1.0
BtK,0,2,2,0.0
BtL,8,10,18,0.44
BtM,12,19,31,0.39
BtN,19,23,42,0.45
BtP,40,43,83,0.48
BtS,14,12,26,0.54
Btb,24,20,44,0.55
Bth,1,0,1,1.0
Btl,8,5,13,0.62
Btm,19,13,32,0.59
Btn,17,14,31,0.55
Bts,11,11,22,0.5
Btt,5,2,7,0.71
DBB,10,10,20,0.5
DBD,2,1,3,0.67
DBK,0,3,3,0.0
DBL,3,2,5,0.6
DBM,6,9,15,0.4
DBN,7,12,19,0.37
DBP,7,12,19,0.37
DBS,7,3,10,0.7
DBb,15,10,25,0.6
DBh,1,0,1,1.0
DBj,2,3,5,0.4
DBl,7,1,8,0.88
DBm,11,5,16,0.69
DBn,13,4,17,0.76
DBs,5,5,10,0.5
DBt,0,1,1,0.0
DDB,2,0,2,1.0
DDH,1,4,5,0.2
DDL,0,1,1,0.0
DDM,0,1,1,0.0
DDN,2,0,2,1.0
DDP,2,1,3,0.67
DDS,3,4,7,0.43
DDb,1,1,2,0.5
DDl,0,1,1,0.0
DDm,1,2,3,0.33
DDn,2,1,3,0.67
DDs,1,3,4,0.25
DHB,4,7,11,0.36
DHD,4,1,5,0.8
DHH,3,4,7,0.43
DHI,4,0,4,1.0
DHK,0,1,1,0.0
DHL,2,6,8,0.25
DHM,12,7,19,0.63
DHN,6,7,13,0.46
DHP,15,16,31,0.48
DHS,12,5,17,0.71
DHb,5,15,20,0.25
DHh,5,2,7,0.71
DHl,8,5,13,0.62
DHm,17,14,31,0.55
DHn,9,11,20,0.45
DHs,14,5,19,0.74
DHt,1,1,2,0.5
DID,0,1,1,0.0
DIH,0,1,1,0.0
DIL,0,2,2,0.0
DIM,2,1,3,0.67
DIN,1,1,2,0.5
DIP,0,3,3,0.0
DIS,1,0,1,1.0
DIb,2,1,3,0.67
DIm,1,0,1,1.0
DIn,0,0,0,
DIs,1,0,1,1.0
DKP,0,1,1,0.0
DKS,1,0,1,1.0
DKm,2,0,2,1.0
DKs,1,1,2,0.5
DLB,9,4,13,0.69
DLH,0,0,0,
DLL,4,2,6,0.67
DLM,4,7,11,0.36
DLN,7,1,8,0.88
DLP,3,10,13,0.23
DLS,3,4,7,0.43
DLb,6,5,11,0.55
DLh,1,3,4,0.25
DLj,4,0,4,1.0
DLl,3,0,3,1.0
DLm,8,6,14,0.57
DLn,10,6,16,0.62
DLs,2,5,7,0.29
DLt,1,0,1,1.0
DMB,15,11,26,0.58
DMD,0,2,2,0.0
DML,5,2,7,0.71
DMM,9,10,19,0.47
DMN,8,6,14,0.57
DMP,10,8,18,0.56
DMS,5,10,15,0.33
DMb,14,11,25,0.56
DMh,9,6,15,0.6
DMj,5,1,6,0.83
DMl,5,4,9,0.56
DMm,14,5,19,0.74
DMn,15,18,33,0.45
DMs,3,6,9,0.33
DMt,0,2,2,0.0
DNB,12,8,20,0.6
DND,2,4,6,0.33
DNH,0,2,2,0.0
DNK,1,3,4,0.25
DNL,4,5,9,0.44
DNM,9,9,18,0.5
DNN,11,15,26,0.42
DNP,20,21,41,0.49
DNS,10,10,20,0.5
DNb,12,9,21,0.57
DNh,6,5,11,0.55
DNl,5,3,8,0.62
DNm,13,9,22,0.59
DNn,18,13,31,0.58
DNs,8,14,22,0.36
DNt,5,5,10,0.5
DPB,14,11,25,0.56
DPD,2,0,2,1.0
DPH,3,5,8,0.38
DPI,3,2,5,0.6
DPK,2,1,3,0.67
DPL,11,9,20,0.55
DPM,16,17,33,0.48
DPN,13,14,27,0.48
DPP,31,31,62,0.5
DPS,15,21,36,0.42
DPb,9,18,27,0.33
DPh,3,1,4,0.75
DPl,9,6,15,0.6
DPm,17,11,28,0.61
DPn,12,12,24,0.5
DPs,12,14,26,0.46
DPt,2,0,2,1.0
DSB,9,11,20,0.45
DSD,1,2,3,0.33
DSH,4,5,9,0.44
DSI,1,0,1,1.0
DSL,5,6,11,0.45
DSM,13,8,21,0.62
DSN,9,13,22,0.41
DSP,10,18,28,0.36
DSS,16,8,24,0.67
DSb,11,6,17,0.65
DSh,9,10,19,0.47
DSl,7,2,9,0.78
DSm,10,12,22,0.45
DSn,18,15,33,0.55
DSs,15,15,30,0.5
DSt,3,2,5,0.6
DbB,8,10,18,0.44
DbD,0,1,1,0.0
DbH,3,3,6,0.5
DbJ,1,3,4,0.25
DbL,4,0,4,1.0
DbM,12,7,19,0.63
DbN,10,5,15,0.67
DbP,12,8,20,0.6
DbS,5,5,10,0.5
Dbb,13,12,25,0.52
Dbl,5,3,8,0.62
Dbm,6,6,12,0.5
Dbn,9,6,15,0.6
Dbs,10,3,13,0.77
DhM,0,1,1,0.0
DhP,1,0,1,1.0
DhS,0,1,1,0.0
Dhb,1,1,2,0.5
DlB,3,4,7,0.43
DlH,1,3,4,0.25
DlI,2,0,2,1.0
DlJ,1,1,2,0.5
DlL,3,1,4,0.75
DlM,6,2,8,0.75
DlN,2,1,3,0.67
DlP,9,7,16,0.56
DlS,6,2,8,0.75
Dlb,2,1,3,0.67
Dll,1,2,3,0.33
Dlm,6,1,7,0.86
Dln,2,1,3,0.67
Dls,2,0,2,1.0
DmB,10,6,16,0.62
DmD,3,1,4,0.75
DmH,8,9,17,0.47
DmI,1,0,1,1.0
DmJ,3,4,7,0.43
DmL,6,10,16,0.38
DmM,13,15,28,0.46
DmN,14,15,29,0.48
DmP,12,13,25,0.48
DmS,8,9,17,0.47
Dmb,8,13,21,0.38
Dml,5,3,8,0.62
Dmm,7,10,17,0.41
Dmn,9,7,16,0.56
Dms,2,6,8,0.25
DnB,6,8,14,0.43
DnD,2,2,4,0.5
DnH,3,3,6,0.5
DnI,2,1,3,0.67
DnK,0,2,2,0.0
DnL,4,2,6,0.67
DnM,12,13,25,0.48
DnN,13,15,28,0.46
DnP,16,13,29,0.55
DnS,14,13,27,0.52
Dnb,13,6,19,0.68
Dnl,2,4,6,0.33
Dnm,5,11,16,0.31
Dnn,11,11,22,0.5
Dns,8,8,16,0.5
DsB,10,4,14,0.71
DsD,1,3,4,0.25
DsH,10,13,23,0.43
DsI,4,2,6,0.67
DsK,0,2,2,0.0
DsL,3,4,7,0.43
DsM,5,12,17,0.29
DsN,9,5,14,0.64
DsP,9,10,19,0.47
DsS,9,23,32,0.28
Dsb,17,6,23,0.74
Dsh,0,1,1,0.0
Dsl,5,7,12,0.42
Dsm,10,3,13,0.77
Dsn,11,5,16,0.69
Dss,7,8,15,0.47
DtB,3,1,4,0.75
DtD,0,0,0,
DtL,1,1,2,0.5
DtM,4,3,7,0.57
DtN,2,1,3,0.67
DtP,2,7,9,0.22
DtS,3,1,4,0.75
Dtb,2,2,4,0.5
Dtl,0,1,1,0.0
Dtm,4,0,4,1.0
Dtn,2,3,5,0.4
Dts,3,0,3,1.0
Dtt,1,0,1,1.0
HBB,20,29,49,0.41
HBD,1,2,3,0.33
HBH,0,1,1,0.0
HBK,1,1,2,0.5
HBL,15,10,25,0.6
HBM,21,30,51,0.41
HBN,28,37,65,0.43
HBP,37,51,88,0.42
HBS,12,18,30,0.4
HBb,46,26,72,0.64
HBh,3,4,7,0.43
HBj,13,7,20,0.65
HBl,15,16,31,0.48
HBm,25,24,49,0.51
HBn,38,49,87,0.44
HBs,20,26,46,0.43
HBt,6,5,11,0.55
HDB,4,0,4,1.0
HDD,0,0,0,
HDH,1,3,4,0.25
HDK,0,0,0,
HDL,1,0,1,1.0
HDM,4,8,12,0.33
HDN,6,4,10,0.6
HDP,6,2,8,0.75
HDS,11,5,16,0.69
HDb,7,2,9,0.78
HDl,0,0,0,
HDm,2,5,7,0.29
HDn,6,2,8,0.75
HDs,2,3,5,0.4
HDt,1,2,3,0.33
HHB,10,9,19,0.53
HHD,1,4,5,0.2
HHH,8,1,9,0.89
HHI,0,3,3,0.0
HHK,1,1,2,0.5
HHL,5,0,5,1.0
HHM,6,12,18,0.33
HHN,11,6,17,0.65
HHP,13,9,22,0.59
HHS,16,12,28,0.57
HHb,7,10,17,0.41
HHh,2,3,5,0.4
HHl,1,3,4,0.25
HHm,11,9,20,0.55
HHn,4,5,9,0.44
HHs,9,6,15,0.6
HHt,1,1,2,0.5
HIB,2,2,4,0.5
HID,1,0,1,1.0
HIH,7,3,10,0.7
HII,2,1,3,0.67
HIL,3,1,4,0.75
HIM,2,9,11,0.18
HIN,8,7,15,0.53
HIP,7,9,16,0.44
HIS,4,7,11,0.36
HIb,4,2,6,0.67
HIl,2,2,4,0.5
HIm,4,2,6,0.67
HIn,6,2,8,0.75
HIs,3,4,7,0.43
HIt,0,1,1,0.0
HKB,1,3,4,0.25
HKH,2,0,2,1.0
HKL,2,2,4,0.5
HKM,2,4,6,0.33
HKN,4,5,9,0.44
HKP,8,2,10,0.8
HKS,3,5,8,0.38
HKb,1,5,6,0.17
HKh,5,2,7,0.71
HKl,2,0,2,1.0
HKm,5,2,7,0.71
HKn,3,2,5,0.6
HKs,1,5,6,0.17
HLB,11,10,21,0.52
HLD,3,1,4,0.75
HLH,1,0,1,1.0
HLK,0,2,2,0.0
HLL,6,7,13,0.46
HLM,17,13,30,0.57
HLN,17,12,29,0.59
HLP,17,24,41,0.41
HLS,18,10,28,0.64
HLb,11,12,23,0.48
HLh,10,8,18,0.56
HLj,6,2,8,0.75
HLl,10,7,17,0.59
HLm,18,13,31,0.58
HLn,25,26,51,0.49
HLs,15,8,23,0.65
HLt,2,4,6,0.33
HMB,37,37,74,0.5
HMD,6,2,8,0.75
HMK,1,0,1,1.0
HML,19,12,31,0.61
HMM,27,36,63,0.43
HMN,43,41,84,0.51
HMP,45,50,95,0.47
HMS,28,33,61,0.46
HMb,34,38,72,0.47
HMh,31,43,74,0.42
HMj,11,21,32,0.34
HMl,15,10,25,0.6
HMm,43,34,77,0.56
HMn,58,63,121,0.48
HMs,29,28,57,0.51
HMt,3,7,10,0.3
HNB,32,45,77,0.42
HND,5,8,13,0.38
HNH,5,1,6,0.83
HNI,1,1,2,0.5
HNK,1,7,8,0.12
HNL,12,9,21,0.57
HNM,39,43,82,0.48
HNN,48,45,93,0.52
HNP,60,67,127,0.47
HNS,37,42,79,0.47
HNb,38,28,66,0.58
HNh,17,14,31,0.55
HNl,19,21,40,0.48
HNm,43,42,85,0.51
HNn,60,60,120,0.5
HNs,38,34,72,0.53
HNt,11,7,18,0.61
HPB,35,47,82,0.43
HPD,7,3,10,0.7
HPH,19,20,39,0.49
HPI,4,8,12,0.33
HPK,10,3,13,0.77
HPL,25,35,60,0.42
HPM,61,77,138,0.44
HPN,61,67,128,0.48
HPP,86,102,188,0.46
HPS,64,58,122,0.52
HPb,73,53,126,0.58
HPh,4,9,13,0.31
HPl,32,24,56,0.57
HPm,64,46,110,0.58
HPn,57,72,129,0.44
HPs,54,50,104,0.52
HPt,4,3,7,0.57
HSB,25,36,61,0.41
HSD,6,1,7,0.86
HSH,13,17,30,0.43
HSI,0,1,1,0.0
HSK,1,2,3,0.33
HSL,26,10,36,0.72
HSM,39,41,80,0.49
HSN,26,28,54,0.48
HSP,49,43,92,0.53
HSS,33,44,77,0.43
HSb,33,26,59,0.56
HSh,27,30,57,0.47
HSl,20,15,35,0.57
HSm,18,36,54,0.33
HSn,37,33,70,0.53
HSs,50,52,102,0.49
HSt,7,5,12,0.58
HbB,38,39,77,0.49
HbD,4,5,9,0.44
HbH,12,9,21,0.57
HbI,4,2,6,0.67
HbJ,12,8,20,0.6
HbK,3,2,5,0.6
HbL,8,16,24,0.33
HbM,33,34,67,0.49
HbN,41,45,86,0.48
HbP,60,35,95,0.63
HbS,33,22,55,0.6
Hbb,38,35,73,0.52
Hbl,13,10,23,0.57
Hbm,31,17,48,0.65
Hbn,45,37,82,0.55
Hbs,23,26,49,0.47
HhB,13,9,22,0.59
HhD,1,3,4,0.25
HhH,2,5,7,0.29
HhI,1,1,2,0.5
HhK,1,1,2,0.5
HhL,8,4,12,0.67
HhM,13,21,34,0.38
HhN,11,23,34,0.32
HhP,23,25,48,0.48
HhS,15,22,37,0.41
Hhb,25,12,37,0.68
Hhh,11,13,24,0.46
Hhl,10,8,18,0.56
Hhm,19,8,27,0.7
Hhn,20,17,37,0.54
Hhs,27,15,42,0.64
Hht,4,5,9,0.44
HlB,22,16,38,0.58
HlD,1,1,2,0.5
HlH,14,7,21,0.67
HlI,1,2,3,0.33
HlJ,4,7,11,0.36
HlK,0,0,0,
HlL,12,6,18,0.67
HlM,14,18,32,0.44
HlN,19,22,41,0.46
HlP,18,13,31,0.58
HlS,16,10,26,0.62
Hlb,20,18,38,0.53
Hll,9,2,11,0.82
Hlm,15,11,26,0.58
Hln,15,20,35,0.43
Hls,13,12,25,0.52
HmB,33,35,68,0.49
HmD,5,8,13,0.38
HmH,22,24,46,0.48
HmI,2,3,5,0.4
HmJ,14,3,17,0.82
HmK,0,1,1,0.0
HmL,21,10,31,0.68
HmM,35,48,83,0.42
HmN,42,42,84,0.5
HmP,48,47,95,0.51
HmS,22,28,50,0.44
Hmb,37,26,63,0.59
Hml,14,17,31,0.45
Hmm,25,26,51,0.49
Hmn,40,26,66,0.61
Hms,17,17,34,0.5
HnB,39,31,70,0.56
HnD,2,3,5,0.4
HnH,27,23,50,0.54
HnI,12,5,17,0.71
HnK,2,1,3,0.67
HnL,19,17,36,0.53
HnM,44,50,94,0.47
HnN,60,65,125,0.48
HnP,79,78,157,0.5
HnS,46,46,92,0.5
Hnb,48,34,82,0.59
Hnh,4,4,8,0.5
Hnl,25,20,45,0.56
Hnm,39,37,76,0.51
Hnn,59,42,101,0.58
Hns,39,33,72,0.54
HsB,20,28,48,0.42
HsD,5,4,9,0.56
HsH,32,32,64,0.5
HsI,5,6,11,0.45
HsK,2,3,5,0.4
HsL,16,12,28,0.57
HsM,31,40,71,0.44
HsN,33,47,80,0.41
HsP,50,55,105,0.48
HsS,51,51,102,0.5
Hsb,27,25,52,0.52
Hsh,1,2,3,0.33
Hsl,21,12,33,0.64
Hsm,32,34,66,0.48
Hsn,18,24,42,0.43
Hss,51,34,85,0.6
HtB,4,3,7,0.57
HtH,1,1,2,0.5
HtI,1,0,1,1.0
HtL,2,1,3,0.67
HtM,3,6,9,0.33
HtN,1,2,3,0.33
HtP,7,6,13,0.54
HtS,3,0,3,1.0
Htb,3,2,5,0.6
Hth,1,0,1,1.0
Htl,3,0,3,1.0
Htm,4,1,5,0.8
Htn,2,3,5,0.4
Hts,3,1,4,0.75
Htt,0,1,1,0.0
IBB,8,11,19,0.42
IBK,1,1,2,0.5
IBL,1,2,3,0.33
IBM,8,3,11,0.73
IBN,8,11,19,0.42
IBP,5,9,14,0.36
IBS,5,4,9,0.56
IBb,6,7,13,0.46
IBj,4,0,4,1.0
IBl,1,1,2,0.5
IBm,6,9,15,0.4
IBn,7,10,17,0.41
IBs,7,5,12,0.58
IBt,1,3,4,0.25
IDB,2,0,2,1.0
IDD,1,0,1,1.0
IDH,0,2,2,0.0
IDI,0,0,0,
IDL,0,1,1,0.0
IDM,1,0,1,1.0
IDN,1,3,4,0.25
IDP,2,4,6,0.33
IDS,1,2,3,0.33
IDb,1,1,2,0.5
IDl,1,1,2,0.5
IDs,0,1,1,0.0
IHB,4,3,7,0.57
IHD,1,2,3,0.33
IHH,2,0,2,1.0
IHI,0,1,1,0.0
IHK,1,1,2,0.5
IHL,2,6,8,0.25
IHM,1,3,4,0.25
IHN,8,7,15,0.53
IHP,14,6,20,0.7
IHS,10,6,16,0.62
IHb,6,1,7,0.86
IHh,1,3,4,0.25
IHl,3,5,8,0.38
IHm,8,4,12,0.67
IHn,8,7,15,0.53
IHs,6,4,10,0.6
IHt,1,1,2,0.5
IIB,1,3,4,0.25
IIH,2,3,5,0.4
III,1,0,1,1.0
IIL,0,1,1,0.0
IIM,1,1,2,0.5
IIN,0,1,1,0.0
IIP,1,0,1,1.0
IIS,1,1,2,0.5
IIb,1,0,1,1.0
IIl,1,0,1,1.0
IIm,3,0,3,1.0
IIs,0,1,1,0.0
IKP,1,0,1,1.0
ILB,5,4,9,0.56
ILD,0,0,0,
ILL,1,2,3,0.33
ILM,3,5,8,0.38
ILN,6,4,10,0.6
ILP,6,8,14,0.43
ILS,1,2,3,0.33
ILb,4,3,7,0.57
ILh,1,0,1,1.0
ILj,2,0,2,1.0
ILl,2,2,4,0.5
ILm,4,3,7,0.57
ILn,6,5,11,0.55
ILs,9,0,9,1.0
ILt,0,1,1,0.0
IMB,4,7,11,0.36
IMD,1,3,4,0.25
IMH,1,0,1,1.0
IMK,0,1,1,0.0
IML,2,4,6,0.33
IMM,9,9,18,0.5
IMN,7,10,17,0.41
IMP,13,17,30,0.43
IMS,6,3,9,0.67
IMb,8,3,11,0.73
IMh,3,9,12,0.25
IMj,2,4,6,0.33
IMl,5,4,9,0.56
IMm,17,6,23,0.74
IMn,7,10,17,0.41
IMs,4,8,12,0.33
IMt,3,1,4,0.75
INB,6,13,19,0.32
IND,0,1,1,0.0
INH,3,2,5,0.6
INK,1,1,2,0.5
INL,7,4,11,0.64
INM,6,6,12,0.5
INN,13,13,26,0.5
INP,13,10,23,0.57
INS,8,10,18,0.44
INb,11,8,19,0.58
INh,1,1,2,0.5
INl,7,2,9,0.78
INm,9,8,17,0.53
INn,12,11,23,0.52
INs,9,4,13,0.69
INt,5,1,6,0.83
IPB,17,17,34,0.5
IPD,1,2,3,0.33
IPH,4,5,9,0.44
IPI,1,1,2,0.5
IPK,0,1,1,0.0
IPL,9,8,17,0.53
IPM,8,20,28,0.29
IPN,13,18,31,0.42
IPP,27,21,48,0.56
IPS,7,8,15,0.47
IPb,11,16,27,0.41
IPh,1,1,2,0.5
IPl,9,8,17,0.53
IPm,15,9,24,0.62
IPn,8,16,24,0.33
IPs,7,12,19,0.37
IPt,2,3,5,0.4
ISB,7,6,13,0.54
ISD,1,0,1,1.0
ISH,7,4,11,0.64
ISI,0,2,2,0.0
ISK,1,0,1,1.0
ISL,3,4,7,0.43
ISM,5,8,13,0.38
ISN,3,10,13,0.23
ISP,8,13,21,0.38
ISS,8,15,23,0.35
ISb,6,1,7,0.86
ISh,2,2,4,0.5
ISl,2,4,6,0.33
ISm,4,7,11,0.36
ISn,8,6,14,0.57
ISs,14,2,16,0.88
ISt,2,0,2,1.0
IbB,13,10,23,0.57
IbH,1,1,2,0.5
IbJ,3,1,4,0.75
IbK,0,1,1,0.0
IbL,2,2,4,0.5
IbM,9,11,20,0.45
IbN,10,6,16,0.62
IbP,15,16,31,0.48
IbS,2,8,10,0.2
Ibb,5,9,14,0.36
Ibl,5,2,7,0.71
Ibm,8,7,15,0.53
Ibn,3,12,15,0.2
Ibs,5,2,7,0.71
IhS,1,0,1,1.0
Ihh,0,1,1,0.0
IlB,2,7,9,0.22
IlH,2,2,4,0.5
IlI,0,2,2,0.0
IlJ,2,0,2,1.0
IlL,2,0,2,1.0
IlM,2,1,3,0.67
IlN,2,3,5,0.4
IlP,4,6,10,0.4
IlS,3,2,5,0.6
Ilb,5,4,9,0.56
Ill,3,2,5,0.6
Ilm,4,0,4,1.0
Iln,3,5,8,0.38
Ils,1,0,1,1.0
ImB,9,5,14,0.64
ImD,2,0,2,1.0
ImH,6,6,12,0.5
ImI,2,2,4,0.5
ImJ,3,0,3,1.0
ImL,4,5,9,0.44
ImM,14,6,20,0.7
ImN,12,10,22,0.55
ImP,9,6,15,0.6
ImS,7,8,15,0.47
Imb,6,9,15,0.4
Imh,0,1,1,0.0
Iml,3,3,6,0.5
Imm,5,5,10,0.5
Imn,1,4,5,0.2
Ims,2,3,5,0.4
InB,2,3,5,0.4
InD,3,0,3,1.0
InH,6,5,11,0.55
InI,1,3,4,0.25
InL,1,2,3,0.33
InM,6,10,16,0.38
InN,7,12,19,0.37
InP,8,13,21,0.38
InS,5,2,7,0.71
Inb,9,6,15,0.6
Inl,0,3,3,0.0
Inm,4,4,8,0.5
Inn,9,8,17,0.53
Ins,6,9,15,0.4
IsB,3,2,5,0.6
IsD,2,2,4,0.5
IsH,4,7,11,0.36
IsI,1,0,1,1.0
IsL,3,4,7,0.43
IsM,10,6,16,0.62
IsN,5,2,7,0.71
IsP,10,5,15,0.67
IsS,9,9,18,0.5
Isb,3,7,10,0.3
Isl,4,3,7,0.57
Ism,9,3,12,0.75
Isn,6,3,9,0.67
Iss,6,4,10,0.6
ItB,0,0,0,
