,Name,up,down,train_per,train_occ,2018_per,2018_occ,2019_per,2019_occ,2020_per,2020_occ,2021_per,2021_occ,2022_per,2022_occ,test_per,test_occ
516,KmN,57,50,0.53,107,0.6,20,0.5,28,0.57,14,0.5,8,0.67,18,0.5681818181818182,88
550,LLm,77,73,0.51,150,0.53,43,0.54,35,0.53,49,0.52,29,0.51,41,0.5279187817258884,197
553,LMb,161,156,0.51,317,0.54,80,0.58,71,0.51,104,0.5,133,0.52,114,0.5219123505976095,502
554,LMm,226,180,0.56,406,0.55,103,0.54,79,0.52,92,0.5,66,0.61,66,0.5443349753694581,406
559,LNb,149,151,0.5,300,0.61,67,0.53,57,0.64,80,0.53,100,0.5,100,0.556930693069307,404
560,LNm,221,167,0.57,388,0.51,91,0.63,71,0.59,82,0.57,80,0.55,75,0.5664160401002506,399
566,LPm,254,197,0.56,451,0.6,113,0.61,109,0.54,127,0.6,104,0.59,109,0.5836298932384342,562
572,LSl,43,41,0.51,84,0.68,22,0.67,24,0.6,48,0.52,40,0.7,37,0.6257309941520468,171
583,LbP,176,159,0.53,335,0.5,90,0.51,78,0.53,137,0.51,160,0.58,154,0.529886914378029,619
585,Lbl,60,55,0.52,115,0.58,19,0.75,20,0.69,39,0.65,55,0.63,51,0.657608695652174,184
588,Lbs,99,97,0.51,196,0.51,35,0.5,42,0.62,65,0.61,75,0.6,40,0.5797665369649806,257
592,Lhm,85,78,0.52,163,0.59,29,0.64,42,0.62,42,0.61,28,0.59,41,0.6098901098901099,182
599,Ljm,49,45,0.52,94,0.5,18,0.58,19,0.55,31,0.69,39,0.6,30,0.5985401459854015,137
612,Lmn,195,189,0.51,384,0.5,115,0.56,98,0.56,93,0.53,78,0.59,81,0.546236559139785,465
618,Lnm,262,228,0.53,490,0.51,100,0.55,113,0.58,95,0.6,87,0.52,129,0.5477099236641222,524
622,LsI,30,29,0.51,59,0.83,6,0.69,13,0.58,12,0.71,7,0.75,4,0.6904761904761905,42
634,Ltm,38,17,0.69,55,0.5,18,0.53,15,0.75,12,0.62,13,0.53,15,0.5753424657534246,73
654,MLD,17,17,0.5,34,0.69,13,0.71,14,0.6,10,0.6,5,0.62,8,0.66,50
655,MLK,15,13,0.54,28,0.5,4,0.5,2,0.5,6,1.0,4,1.0,4,0.7,20
674,MNm,745,668,0.53,1413,0.53,294,0.6,248,0.59,184,0.52,176,0.54,182,0.5571955719557196,1084
698,Mbm,624,489,0.56,1113,0.56,219,0.5,205,0.51,156,0.61,205,0.57,237,0.5528375733855186,1022
702,MhI,70,59,0.54,129,0.73,11,0.58,19,0.71,7,0.64,11,0.5,6,0.6296296296296297,54
706,Mhm,631,520,0.55,1151,0.55,263,0.55,229,0.55,119,0.51,163,0.51,192,0.5351966873706004,966
715,Mjl,50,33,0.6,83,0.75,4,0.92,13,0.54,35,0.56,36,0.5,42,0.5769230769230769,130
719,Mjt,15,15,0.5,30,1.0,2,1.0,2,0.75,8,0.6,15,0.53,15,0.6428571428571429,42
731,MmD,163,143,0.53,306,0.58,151,0.52,92,0.58,33,0.61,18,0.55,22,0.560126582278481,316
746,Mnm,1011,841,0.55,1852,0.52,341,0.57,329,0.59,237,0.59,258,0.53,350,0.5551155115511551,1515
747,Mnn,1072,1022,0.51,2094,0.52,393,0.52,359,0.53,376,0.51,517,0.5,500,0.5146853146853146,2145
755,Msl,123,91,0.57,214,0.53,47,0.53,38,0.52,65,0.5,78,0.54,69,0.5218855218855218,297
756,Msm,544,462,0.54,1006,0.53,175,0.6,165,0.58,155,0.55,101,0.5,111,0.5558698727015559,707
778,NHm,151,124,0.55,275,0.51,51,0.58,48,0.58,36,0.59,32,0.52,42,0.5550239234449761,209
788,NKs,80,70,0.53,150,0.55,22,0.67,21,0.55,22,0.58,12,0.53,17,0.574468085106383,94
802,NMm,898,691,0.57,1589,0.52,328,0.5,313,0.54,235,0.5,211,0.5,256,0.5115413253909159,1343
809,NNb,559,562,0.5,1121,0.55,235,0.52,229,0.53,292,0.53,320,0.52,295,0.5288110867979577,1371
811,NNm,908,791,0.53,1699,0.53,359,0.51,321,0.59,247,0.52,208,0.59,282,0.5455187014820042,1417
821,NPm,976,782,0.56,1758,0.55,431,0.53,412,0.5,403,0.59,369,0.52,406,0.537357743691242,2021
828,NSm,683,627,0.52,1310,0.52,223,0.58,221,0.61,173,0.58,179,0.53,172,0.5650826446280992,968
829,NSn,701,627,0.53,1328,0.55,226,0.54,248,0.54,242,0.55,288,0.56,249,0.5458898643256185,1253
835,NbJ,162,156,0.51,318,0.51,45,0.51,63,0.54,67,0.62,80,0.54,74,0.5501519756838906,329
839,Nbb,506,485,0.51,991,0.53,173,0.53,219,0.55,251,0.53,318,0.55,289,0.54,1250
842,Nbn,560,543,0.51,1103,0.51,232,0.52,218,0.54,229,0.51,321,0.52,332,0.5202702702702703,1332
843,Nbs,316,279,0.53,595,0.57,107,0.59,112,0.5,152,0.55,142,0.51,148,0.540090771558245,661
846,Nhm,267,247,0.52,514,0.57,83,0.53,93,0.62,86,0.66,86,0.57,90,0.58675799086758,438
848,Nhs,260,211,0.55,471,0.56,66,0.5,72,0.5,80,0.59,107,0.53,81,0.5394088669950738,406
859,NmD,152,146,0.51,298,0.5,90,0.54,79,0.57,35,0.67,12,0.5,20,0.5338983050847458,236
865,Nml,159,152,0.51,311,0.51,69,0.59,51,0.56,61,0.56,66,0.51,82,0.541033434650456,329
866,Nmm,739,613,0.55,1352,0.5,297,0.54,251,0.52,178,0.57,134,0.55,168,0.5291828793774319,1028
868,Nms,472,442,0.52,914,0.58,183,0.51,175,0.6,122,0.51,94,0.52,102,0.5473372781065089,676
869,NnB,606,587,0.51,1193,0.51,235,0.51,265,0.53,266,0.53,269,0.53,261,0.5223765432098766,1296
870,NnD,151,145,0.51,296,0.52,85,0.61,75,0.52,48,0.66,32,0.55,22,0.5648854961832062,262
872,NnI,193,140,0.58,333,0.57,53,0.53,53,0.52,52,0.51,43,0.54,52,0.5335968379446641,253
876,Nnl,227,204,0.53,431,0.54,81,0.57,102,0.5,131,0.5,178,0.54,182,0.5281899109792285,674
877,Nnm,910,785,0.54,1695,0.51,369,0.58,366,0.57,282,0.58,322,0.52,312,0.5517867958812841,1651
879,Nns,782,734,0.52,1516,0.52,292,0.52,285,0.53,295,0.54,297,0.54,267,0.5306406685236769,1436
888,Nsm,636,588,0.52,1224,0.51,226,0.54,196,0.55,209,0.55,132,0.5,142,0.5281767955801105,905
897,Ntm,125,123,0.5,248,0.54,41,0.55,60,0.51,47,0.61,31,0.53,51,0.5434782608695652,230
901,PBb,565,554,0.5,1119,0.56,259,0.52,237,0.51,373,0.51,283,0.52,286,0.5243393602225312,1438
902,PBl,229,226,0.5,455,0.53,73,0.58,110,0.55,166,0.53,144,0.54,140,0.5450236966824644,633
911,PDn,66,56,0.54,122,0.54,39,0.56,41,0.56,16,0.57,14,0.57,21,0.5572519083969466,131
921,PHm,252,205,0.55,457,0.5,115,0.63,93,0.54,76,0.53,74,0.5,84,0.5407239819004525,442
941,PLm,336,277,0.55,613,0.55,169,0.51,167,0.57,171,0.58,134,0.52,168,0.546353522867738,809
947,PMm,993,860,0.54,1853,0.56,423,0.53,411,0.56,317,0.56,307,0.57,345,0.5535219079312257,1803
954,PNm,833,703,0.54,1536,0.53,334,0.57,361,0.53,342,0.61,291,0.52,327,0.5516616314199396,1655
963,PPm,1135,931,0.55,2066,0.54,524,0.54,545,0.58,546,0.56,492,0.52,518,0.5466666666666666,2625
964,PPn,817,794,0.51,1611,0.54,378,0.52,378,0.53,565,0.53,593,0.5,555,0.5236938031591738,2469
972,PSl,225,206,0.52,431,0.54,108,0.53,86,0.53,174,0.56,179,0.52,157,0.5355113636363636,704
973,PSm,700,598,0.54,1298,0.51,270,0.57,254,0.54,251,0.52,233,0.56,213,0.5413595413595413,1221
978,PbI,79,50,0.61,129,0.58,24,0.63,35,0.56,39,0.53,32,0.65,26,0.5897435897435898,156
982,Pbb,683,617,0.53,1300,0.54,266,0.55,277,0.53,459,0.52,524,0.53,419,0.5295629820051414,1945
984,Pbm,665,500,0.57,1165,0.54,267,0.56,263,0.6,264,0.57,323,0.54,314,0.5618448637316562,1431
996,PlI,37,23,0.62,60,0.67,9,0.57,14,0.61,23,0.73,15,0.54,13,0.6216216216216216,74
1002,Pll,116,101,0.53,217,0.55,38,0.64,53,0.57,92,0.52,127,0.52,124,0.5460829493087558,434
1012,Pmm,849,651,0.57,1500,0.55,421,0.55,360,0.6,228,0.55,193,0.51,251,0.5492085340674466,1453
1018,Pnb,569,543,0.51,1112,0.52,221,0.52,250,0.52,338,0.53,432,0.52,384,0.5236923076923077,1625
1019,Pnm,778,629,0.55,1407,0.56,325,0.52,294,0.54,283,0.55,303,0.53,352,0.5394990366088632,1557
1028,Psm,619,506,0.55,1125,0.52,250,0.57,232,0.57,256,0.53,195,0.53,238,0.5439795046968403,1171
1039,SBl,119,104,0.53,223,0.54,41,0.5,50,0.52,69,0.5,50,0.6,58,0.5335820895522388,268
1061,SIs,30,15,0.67,45,0.71,7,0.75,4,0.67,3,0.5,2,1.0,1,0.7058823529411765,17
1065,SKh,12,9,0.57,21,0.67,6,1.0,3,0.5,4,0.75,4,1.0,3,0.75,20
1067,SLl,74,61,0.55,135,0.66,29,0.54,35,0.67,45,0.56,32,0.52,40,0.5911602209944752,181
1068,SLm,190,150,0.56,340,0.57,75,0.5,70,0.55,66,0.56,54,0.55,64,0.5440729483282675,329
1073,SMm,815,655,0.55,1470,0.58,242,0.58,257,0.61,147,0.54,144,0.55,148,0.5756929637526652,938
1082,SNm,503,471,0.52,974,0.52,173,0.55,187,0.52,148,0.63,123,0.56,133,0.5510471204188482,764
1086,SPD,74,75,0.5,149,0.58,50,0.5,44,0.52,23,0.5,14,0.61,18,0.5436241610738255,149
1090,SPm,649,576,0.53,1225,0.54,241,0.53,238,0.59,206,0.61,191,0.52,206,0.55637707948244,1082
1099,SSm,876,763,0.53,1639,0.56,216,0.54,312,0.6,165,0.51,129,0.52,128,0.5463157894736842,950
1104,SbJ,109,77,0.59,186,0.62,29,0.56,41,0.6,47,0.5,52,0.51,37,0.5533980582524272,206
1109,Sbm,427,342,0.56,769,0.53,131,0.57,120,0.56,116,0.66,109,0.58,99,0.577391304347826,575
1116,Shm,345,297,0.54,642,0.51,106,0.58,117,0.58,95,0.55,110,0.54,85,0.5536062378167641,513
1138,Smm,667,563,0.54,1230,0.52,248,0.59,259,0.54,140,0.64,91,0.54,85,0.560145808019441,823
1140,Sms,489,449,0.52,938,0.54,128,0.54,128,0.53,106,0.53,57,0.59,82,0.5429141716566867,501
1141,SnD,93,93,0.5,186,0.53,58,0.59,39,0.59,27,0.52,21,0.5,20,0.5515151515151515,165
1147,Snb,419,373,0.53,792,0.5,120,0.5,134,0.52,184,0.54,229,0.52,229,0.5189732142857143,896
1150,Snn,596,560,0.52,1156,0.52,210,0.51,205,0.53,212,0.53,290,0.51,274,0.5188916876574308,1191
1154,SsD,141,142,0.5,283,0.59,78,0.5,60,0.6,30,0.5,14,0.56,18,0.555,200
1156,SsI,114,111,0.51,225,0.68,25,0.51,35,0.5,30,0.64,11,0.65,17,0.576271186440678,118
1161,Ssm,736,646,0.53,1382,0.56,205,0.57,237,0.53,195,0.6,129,0.54,125,0.5578002244668911,891
1168,Stm,107,103,0.51,210,0.61,23,0.59,34,0.63,27,0.76,17,0.52,29,0.6076923076923076,130
1176,bBP,566,533,0.52,1099,0.51,244,0.5,268,0.53,381,0.53,278,0.5,267,0.5159944367176634,1438
1181,bBm,522,444,0.54,966,0.5,194,0.55,213,0.56,209,0.62,150,0.5,172,0.5437100213219617,938
1182,bBn,678,639,0.51,1317,0.51,277,0.51,292,0.53,331,0.57,302,0.51,343,0.5249190938511327,1545
1186,bDH,51,52,0.5,103,0.54,39,0.52,25,0.5,14,0.61,18,0.71,17,0.5663716814159292,113
1188,bDm,74,60,0.55,134,0.51,55,0.52,50,0.68,19,0.5,6,0.56,18,0.5405405405405406,148
1197,bHl,48,35,0.58,83,0.57,7,0.67,12,0.6,30,0.59,32,0.61,44,0.608,125
1208,bJD,16,11,0.59,27,0.78,9,0.6,10,0.5,6,0.67,3,1.0,1,0.6551724137931034,29
1215,bJm,147,123,0.54,270,0.5,44,0.56,79,0.58,65,0.64,45,0.54,52,0.5649122807017544,285
1232,bLn,205,206,0.5,411,0.56,106,0.56,118,0.51,138,0.5,165,0.59,115,0.5389408099688473,642
1238,bMm,641,590,0.52,1231,0.6,288,0.53,230,0.54,199,0.63,222,0.58,213,0.578125,1152
1244,bNb,567,516,0.52,1083,0.61,198,0.53,221,0.56,297,0.5,404,0.53,338,0.5356652949245542,1458
1245,bNl,193,162,0.54,355,0.61,66,0.62,74,0.58,125,0.54,168,0.52,138,0.5604203152364273,571
1246,bNm,698,608,0.53,1306,0.61,271,0.55,247,0.6,252,0.57,288,0.54,301,0.5732155997056659,1359
1249,bPD,67,59,0.53,126,0.57,60,0.57,30,0.5,24,0.71,21,0.52,25,0.56875,160
1250,bPI,76,54,0.58,130,0.54,13,0.69,32,0.66,29,0.59,17,0.6,25,0.6293103448275862,116
1254,bPm,668,501,0.57,1169,0.54,288,0.56,255,0.59,297,0.56,273,0.55,266,0.5583756345177665,1379
1273,bbI,72,55,0.57,127,0.71,14,0.59,29,0.76,25,0.5,32,0.57,23,0.6097560975609756,123
1276,bbL,160,153,0.51,313,0.53,79,0.52,80,0.52,130,0.51,110,0.52,105,0.5198412698412699,504
1277,bbN,797,714,0.53,1511,0.53,253,0.54,290,0.54,375,0.51,461,0.56,372,0.5328383780696745,1751
1279,bbb,742,594,0.56,1336,0.57,255,0.5,218,0.57,341,0.56,458,0.51,350,0.5468557336621455,1622
1282,bbn,569,520,0.52,1089,0.57,215,0.5,206,0.53,276,0.54,385,0.52,337,0.5306553911205074,1419
1288,blJ,49,19,0.72,68,0.73,11,0.5,20,0.53,19,0.59,27,0.62,26,0.5825242718446602,103
1293,bll,41,33,0.55,74,0.5,22,0.62,24,0.56,36,0.62,65,0.57,40,0.5828877005347594,187
1298,bmD,87,60,0.59,147,0.57,56,0.64,47,0.68,22,0.64,11,0.55,11,0.6122448979591837,147
1303,bmP,636,533,0.54,1169,0.5,253,0.56,239,0.56,266,0.53,282,0.52,258,0.5346687211093991,1298
1315,bnP,710,665,0.52,1375,0.5,315,0.52,296,0.61,400,0.52,526,0.52,482,0.532937097573056,2019
1316,bnb,528,452,0.54,980,0.58,192,0.58,211,0.55,284,0.5,345,0.53,326,0.5412371134020618,1358
1319,bnm,529,456,0.54,985,0.59,196,0.58,180,0.6,168,0.63,190,0.56,215,0.5922023182297155,949
1320,bnn,564,523,0.52,1087,0.5,219,0.58,230,0.54,226,0.51,390,0.5,356,0.5221674876847291,1421
1321,bns,386,360,0.52,746,0.51,124,0.52,122,0.55,128,0.55,191,0.55,164,0.5377229080932785,729
1326,bsP,325,294,0.53,619,0.61,113,0.5,128,0.51,168,0.5,189,0.56,203,0.533083645443196,801
1341,hHB,20,20,0.5,40,0.62,13,0.8,5,0.67,6,0.5,10,0.5,12,0.5869565217391305,46
1371,hNm,161,139,0.54,300,0.61,66,0.65,52,0.57,35,0.8,50,0.51,63,0.6240601503759399,266
1382,hSB,113,111,0.5,224,0.63,46,0.61,46,0.5,24,0.58,33,0.59,44,0.5906735751295337,193
1385,hSm,186,136,0.58,322,0.57,54,0.6,67,0.5,42,0.53,43,0.58,38,0.5614754098360656,244
1389,hbI,15,9,0.62,24,0.5,4,1.0,2,0.67,3,0.5,8,0.67,3,0.6,20
1397,hhb,94,75,0.56,169,0.5,36,0.59,37,0.6,30,0.54,78,0.51,45,0.5442477876106194,226
1402,hlJ,19,12,0.61,31,0.6,5,0.57,7,0.6,5,0.5,12,0.77,13,0.6190476190476191,42
1406,hlm,59,48,0.55,107,0.62,26,0.67,24,0.72,18,0.51,35,0.79,24,0.6456692913385826,127
1408,hmD,49,40,0.55,89,0.61,18,0.56,16,0.73,11,0.75,4,0.56,9,0.6206896551724138,58
1414,hmm,208,176,0.54,384,0.55,94,0.53,85,0.57,28,0.72,39,0.59,44,0.5758620689655173,290
1420,hnN,193,166,0.54,359,0.5,70,0.52,64,0.54,79,0.51,112,0.51,102,0.5152224824355972,427
1423,hnm,196,137,0.59,333,0.58,64,0.64,55,0.57,49,0.57,63,0.52,62,0.5733788395904437,293
1450,jNb,15,15,0.5,30,0.67,3,0.6,10,0.54,13,0.54,13,0.6,15,0.5740740740740741,54
1455,jPm,43,28,0.61,71,0.62,8,0.67,18,0.52,25,0.61,23,0.54,24,0.5816326530612245,98
1470,jmm,35,27,0.56,62,0.7,10,0.5,10,0.58,12,0.54,13,0.54,13,0.5689655172413793,58
1495,lBm,156,137,0.53,293,0.65,66,0.58,78,0.53,77,0.52,87,0.57,81,0.5655526992287918,389
1496,lBn,230,198,0.54,428,0.54,80,0.56,105,0.56,126,0.59,137,0.5,131,0.5492227979274611,579
1535,lMb,190,145,0.57,335,0.58,69,0.67,67,0.55,99,0.53,148,0.5,141,0.5477099236641222,524
1537,lMl,75,75,0.5,150,0.78,23,0.75,28,0.58,43,0.57,79,0.54,69,0.6033057851239669,242
1544,lNl,61,57,0.52,118,0.54,37,0.57,37,0.52,52,0.54,71,0.53,70,0.5355805243445693,267
1545,lNm,225,163,0.58,388,0.51,86,0.6,96,0.55,110,0.64,106,0.59,116,0.5797665369649806,514
1550,lPI,22,20,0.52,42,0.55,11,0.86,7,0.63,19,0.6,10,0.71,7,0.6481481481481481,54
1553,lPP,281,269,0.51,550,0.5,116,0.54,138,0.57,258,0.5,305,0.51,255,0.5242537313432836,1072
1558,lPm,244,155,0.61,399,0.52,93,0.67,79,0.55,104,0.61,128,0.57,143,0.5813528336380256,547
1561,lPt,23,15,0.61,38,0.6,10,0.5,16,0.7,10,0.5,20,0.52,27,0.5421686746987951,83
1566,lSn,148,119,0.55,267,0.53,55,0.6,67,0.55,97,0.54,95,0.52,101,0.5445783132530121,415
1578,lbn,172,159,0.52,331,0.55,75,0.55,69,0.55,99,0.54,142,0.58,141,0.5551330798479087,526
1580,llB,68,67,0.5,135,0.52,25,0.63,27,0.53,51,0.54,59,0.54,52,0.5467289719626168,214
1599,lmn,154,132,0.54,286,0.59,80,0.58,64,0.57,61,0.55,87,0.57,106,0.5703517587939698,398
1600,lms,87,86,0.5,173,0.5,32,0.55,33,0.52,29,0.75,28,0.61,41,0.5828220858895705,163
1605,lnb,144,138,0.51,282,0.6,77,0.7,53,0.54,92,0.5,118,0.59,115,0.5714285714285714,455
1612,lsN,131,131,0.5,262,0.54,39,0.53,47,0.5,66,0.58,69,0.56,71,0.5445205479452054,292
1614,lsS,136,138,0.5,274,0.59,49,0.62,47,0.54,72,0.56,70,0.63,51,0.5813148788927336,289
1625,mBn,854,784,0.52,1638,0.52,315,0.5,313,0.52,274,0.54,248,0.52,255,0.5195729537366548,1405
1648,mHn,598,530,0.53,1128,0.51,243,0.58,206,0.56,169,0.56,197,0.51,212,0.5423563777994158,1027
1668,mKM,27,26,0.51,53,1.0,2,0.5,8,1.0,1,0.67,3,1.0,1,0.6666666666666666,15
1681,mMm,940,780,0.55,1720,0.54,392,0.57,371,0.53,188,0.54,158,0.54,188,0.5497301464919044,1297
1684,mND,135,132,0.51,267,0.51,89,0.54,57,0.7,30,0.75,12,0.5,20,0.5576923076923077,208
1705,mPm,818,597,0.58,1415,0.54,371,0.54,330,0.51,212,0.55,177,0.5,213,0.5310821181887951,1303
1706,mPn,738,674,0.52,1412,0.54,319,0.52,319,0.51,271,0.52,327,0.52,328,0.5217391304347826,1564
1710,mSD,107,79,0.58,186,0.6,67,0.64,59,0.6,15,1.0,1,0.5,12,0.6103896103896104,154
1716,mSm,580,486,0.54,1066,0.5,239,0.55,238,0.55,116,0.51,72,0.52,116,0.5275288092189501,781
1718,mSs,653,609,0.52,1262,0.54,175,0.5,208,0.51,181,0.5,104,0.51,142,0.5123456790123457,810
1721,mbI,81,67,0.55,148,0.58,26,0.56,32,0.68,19,0.62,16,0.57,23,0.5948275862068966,116
1723,mbN,887,808,0.52,1695,0.5,340,0.51,319,0.53,294,0.51,267,0.5,339,0.5112251443232841,1559
1728,mbm,629,464,0.58,1093,0.57,277,0.53,203,0.56,188,0.63,119,0.57,150,0.5667022411953042,937
1737,mlP,175,168,0.51,343,0.65,82,0.55,67,0.51,88,0.59,114,0.56,103,0.5726872246696035,454
1751,mmb,696,590,0.54,1286,0.54,309,0.54,259,0.55,194,0.53,145,0.52,175,0.5360443622920518,1082
1758,mnI,110,106,0.51,216,0.57,30,0.6,35,0.61,38,0.77,13,0.62,32,0.6148648648648649,148
1766,mnm,646,593,0.52,1239,0.57,270,0.57,247,0.6,148,0.54,114,0.51,174,0.559286463798531,953
1767,mnn,740,622,0.54,1362,0.57,270,0.55,270,0.51,233,0.51,225,0.52,332,0.5330827067669173,1330
1775,msm,432,392,0.52,824,0.56,184,0.51,169,0.57,99,0.64,55,0.56,71,0.5536332179930796,578
1784,nBm,592,444,0.57,1036,0.55,211,0.56,227,0.53,183,0.51,140,0.56,180,0.5430393198724761,941
1796,nHm,437,355,0.55,792,0.57,173,0.54,179,0.58,112,0.55,103,0.51,142,0.5486600846262342,709
1797,nHn,447,425,0.51,872,0.52,161,0.55,141,0.58,184,0.54,217,0.54,237,0.5436170212765957,940
1811,nKn,64,64,0.5,128,0.64,25,0.6,25,0.57,21,0.51,41,0.56,34,0.5684931506849316,146
1816,nLm,199,195,0.51,394,0.55,82,0.59,79,0.52,92,0.61,76,0.52,98,0.5550351288056206,427
1823,nMm,840,731,0.53,1571,0.53,306,0.56,291,0.55,221,0.58,232,0.5,248,0.5423728813559322,1298
1828,nNP,1091,1015,0.52,2106,0.51,504,0.5,504,0.5,610,0.53,663,0.5,731,0.5092961487383798,3012
1831,nNm,912,775,0.54,1687,0.51,356,0.56,357,0.54,304,0.57,296,0.56,330,0.5471698113207547,1643
1840,nPm,932,798,0.54,1730,0.52,421,0.56,399,0.63,348,0.59,373,0.55,417,0.5694586312563841,1958
1846,nSb,362,361,0.5,723,0.53,128,0.6,144,0.53,171,0.5,216,0.55,212,0.5407577497129736,871
1849,nSs,796,723,0.52,1519,0.53,227,0.51,210,0.52,223,0.52,224,0.52,163,0.5224450811843362,1047
